collection,term,es,nes,size,p_value,matched_genes,fdr
GO_BP,GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.6459,2.1741,55,0.000999000999000999,"ANK3, ANLN, APC, ARF1, ARF6, BBS4, CDCA8, CECR2, CEP55, CFL1, CHMP1B, CHMP2B, CHMP4B, CHMP4C, CHMP5, CHMP7, CIT, CKAP2, CNTROB, CUL7, ECT2, EFHC1, ESPL1, EXOC3, EXOC6, EXOC6B, EXOC7, INCENP, IQGAP2, IQGAP3, KIF20A, KIF20B, KIF23, KIF4A, MAP9, MYH10, NUSAP1, PLEC, PLK1, RAB11A, RAB11FIP3, RACGAP1, RASA1, RHOB, RHOC, ROCK1, RTKN, SNX18, SNX9, SPIRE1, SPIRE2, SPTBN1, STMN1, TTC19, UNC119",0.0037005277044854885
GO_BP,GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,-0.3948,-1.6224,187,0.000999000999000999,"ABL1, ADARB1, AGT, ALDOB, APC, APOC1, APOE, ARRB2, BMP2, C9orf72, CADM1, CALM1, CALM2, CALM3, CAMK2N1, CAV1, CBLB, CBLC, CD109, CDK5RAP3, CDKN1A, CDKN1B, CDKN2A, CDKN2C, CEACAM1, CEP85, CHP1, CIB1, CNKSR3, CORO1C, CRKL, CRY2, CTDSP1, CTDSP2, CTDSPL, DAB2IP, DDIT4, DEPTOR, DKK1, DMD, DMTN, DNAJA1, DNAJC10, DNAJC3, DUSP1, DUSP10, DUSP6, DUSP7, DVL1, ENPP1, ENSA, EPHA1, EPHB2, ERRFI1, FBLN1, FBP1, FLCN, GADD45A, GIT1, GNAQ, GPD1L, GPRC5A, GRB10, GSTP1, HDAC4, HEG1, HEXIM1, HGF, HIPK3, HSPB1, IGFBP3, IKBKB, IL1B, IMPACT, INHBA, IPO5, IPO7, IRAK3, IRS2, ITGB1BP1, LATS2, LGALS3, LILRB4, LPCAT1, LRP5, LRP6, LRRK1, LRRK2, LYN, MASTL, MFHAS1, MICAL1, MVP, MYADM, MYOCD, NCK1, NCKAP1L, NF2, NNT, NPM1, NR2F2, OCLN, PARD3, PARP1, PARP14, PAX6, PDCD4, PDE4D, PKIA, PKN1, PLEK, PLK1, PPARA, PPARG, PPIA, PPP1R15A, PPP1R1B, PPP2R5A, PRDX3, PRKAG2, PRKAR2A, PRKAR2B, PRKCD, PRKCZ, PRKDC, PRKG1, PRNP, PTEN, PTK6, PTPN1, PTPN13, PTPN2, PTPN22, PTPN6, PTPRB, PTPRC, PTPRJ, PTPRO, PTPRQ, RASSF2, RB1, RGS2, ROCK1, SAMSN1, SEMA4D, SERPINB3, SFN, SFRP1, SFRP2, SIRPA, SIRT1, SIRT2, SLC8A1, SLIT2, SMPD1, SNCA, SOCS3, SOCS4, SOCS5, SPINK1, SPRED1, SPRED2, SPRY1, SPRY2, STAT3, STK38, STYXL1, SWAP70, TAF7, TGFB1, THY1, TIPRL, TP53, TRAF3IP1, TRIB1, TRIB2, TRIM27, UBASH3B, UCHL1, URI1, WWTR1, XDH, YWHAB, YWHAE, YWHAG, ZC3H12A, ZNF675",0.0037005277044854885
GO_BP,GOBP_SIGNAL_RELEASE,-0.3554,-1.4812,186,0.000999000999000999,"AACS, ABAT, ABCA1, ABCA12, ABCC4, ACSL4, ACVR2B, ADAM17, ADAM8, ADCY5, AGT, ALOX5, ANO1, ANXA1, AQP1, BAIAP3, BLK, BRAF, BTK, C2CD2L, CADPS2, CAMK2G, CASK, CCDC186, CCL5, CD38, CDK16, CFTR, CHD7, COMT, CPE, CPT1A, CRY1, CRY2, CXCL12, DAB2, DVL1, DYSF, EDN1, EDNRB, EGFR, ENSA, ENY2, F2R, F2RL1, FAM3B, FAM3D, FER1L4, FGB, FGFR1, FGG, FMR1, FOXO1, FZD4, GABBR1, GATA3, GIT1, GJA1, GPLD1, HADH, HCAR2, HFE, HIF1A, HLA-DRB1, HNF1B, IL1A, IL1B, IL1RN, IL6, INHBA, IRS1, IRS2, ITPR1, JAK2, KCNQ1, KDM5B, KLF7, LIF, LILRB1, LRP5, LRRC8A, LRRK2, LTBP4, LYN, MCTP1, MCTP2, MCU, MEF2C, MIF, MPC2, MYB, MYOF, NAPA, NLGN2, NR1H4, NR4A1, ORAI1, OSBPL2, P2RX4, PASK, PAX8, PCK2, PCLO, PCSK5, PDE8B, PER2, PFKFB2, PFKL, PFKM, PFN2, PICK1, PINK1, PLA2G4A, PLA2G6, PLCB1, PNKD, PORCN, PPARG, PPP3CA, PPP3CB, PPT1, PRKCB, PRKCE, PRKD1, PTGS2, RAB11FIP1, RAB11FIP2, RAB11FIP3, RAB5A, RAB8B, RAF1, RAPGEF4, RBM4, REN, RFX3, RIMS2, SCRIB, SERP1, SFRP1, SIDT2, SLC16A1, SLC16A2, SLC30A1, SLC38A2, SLC44A4, SLC8B1, SNAP29, SNCA, SNCAIP, SNCG, SNX19, SOX4, SPINK1, SPP1, SREBF1, SRI, STX3, STXBP1, STXBP2, STXBP4, STXBP5, SYK, SYT1, SYT7, SYT8, SYTL4, TBX3, TCF7L2, TCIRG1, TGM2, TIAM1, TM7SF3, TMEM132A, TNFRSF11A, TRPM4, TRPV4, TRPV6, UCP2, UNC13B, UNC13C, VAMP8, VPS18, VPS35, WLS, WNK4, ZBED6",0.0037005277044854885
GO_BP,GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,-0.3718,-1.5493,186,0.000999000999000999,"ABCB1, ABL1, ACE, ACTN4, ADRB2, AFG3L2, AHNAK, AKAP6, ANK2, ANK3, ANO6, ATF4, ATG5, ATP1A1, ATP1A2, ATP1B1, ATP1B3, ATP2B1, ATP2B4, ATP2C2, ATP7A, ATP8B1, B2M, BIN1, CA2, CAB39, CACNA1C, CACNA1D, CACNA2D1, CACNB2, CACNB3, CALM1, CALM2, CALM3, CALML3, CAMK2D, CAMK2G, CAPN3, CASK, CASQ1, CASQ2, CAV1, CCL2, CCL3, CCL4, CCL5, CD19, CD4, CD63, CD84, CEMIP, CFTR, CHD7, CHP1, CHP2, CNKSR3, CNTN1, CORO1A, CRACR2A, CTNNB1, CTSS, CXCL10, CXCL12, CXCL9, CXCR4, CYBA, DMD, DMPK, EDN1, EDNRA, EPB41, EPHB2, F2R, FHL1, FLNA, FMR1, FXYD3, FXYD4, FXYD5, FYN, G6PD, GABRE, GNB2, GPD1L, GRIN2D, GSTM2, GSTO1, HECW2, HES1, HFE, HOMER1, IL16, ITGB1, ITGB3, JPH2, KCNG1, KCNJ15, KCNJ2, KCNN4, KCNQ1, LGALS3, LILRB1, LILRB2, LYN, MLLT6, MMP9, MS4A1, MYLK, NDUFA4, NEDD4, NEDD4L, NOS1AP, ORAI1, OSR1, OXSR1, P2RX4, PDE4B, PDE4D, PDGFRB, PER1, PHB2, PIK3CG, PKD2, PKP2, PLCG1, PLN, PML, PPIF, PPP3CA, PPP3CB, PPP3CC, PRKCE, PRKD1, PRNP, PRSS8, PSEN2, PTGS2, PTK2B, PTPN3, PTPN6, PXK, RGS4, RYR2, SARAF, SCN4B, SCN5A, SERPINE2, SESTD1, SLC30A1, SLC6A9, SLC8A1, SLC8B1, SLC9A1, SNCA, SPINK1, SRI, STC1, STIM1, STIM2, STK39, STOM, SUMO1, TCIRG1, TESC, TF, TGFB1, THY1, TMBIM6, TMSB4X, TMX1, TRIM27, TRPC1, TRPC6, TRPV2, TSPAN13, UBASH3B, UCP2, UTRN, VDAC1, WFS1, WNK2, WNK3, WNK4, YWHAE, YWHAH, YWHAQ",0.0037005277044854885
GO_BP,GOBP_RENAL_TUBULE_DEVELOPMENT,-0.582,-2.0288,57,0.000999000999000999,"ACAT1, AGT, AHI1, AQP1, BMP2, BMP4, CALB1, CD24, COL4A1, CTNNB1, CTNS, DCHS1, DLL1, EYA1, FMN1, GATA3, GLI3, GPC3, GREB1L, GREM1, HES1, HNF1B, HS2ST1, ILK, JAG1, KIF26B, LAMA5, LGR4, LGR5, LIF, MAGED1, MEF2C, MTSS1, MYC, NOTCH1, NOTCH2, NPNT, OSR1, PAX8, PBX1, PKD1, PKD2, PRICKLE1, PROM1, PTCH1, SALL1, SHH, SOX9, STAT1, TACSTD2, TCF21, TGFB1, TTC8, VEGFA, WNK4, WWTR1, YAP1",0.0037005277044854885
GO_BP,GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,-0.4284,-1.7604,187,0.000999000999000999,"ABAT, ABCA2, ABCA7, ACE, ADA, ANK3, ANKRD13A, ANKRD13D, ANKRD27, ANXA1, ANXA2, APOC1, APOD, APOE, APPL1, ARF6, ARFIP1, ARHGAP1, ARL6IP5, ATF4, ATG5, ATP1A2, ATP7A, ATP9A, BARD1, BCR, BIN1, BRAF, CAB39, CALM1, CALM2, CALM3, CAMK2D, CASQ2, CAV1, CD200, CD36, CD47, CD74, CD84, CEACAM1, CHP1, CNN2, CORO1A, CRY1, CRY2, CRYAB, CSK, CTTNBP2NL, CYP51A1, DYSF, EDN1, ENPP1, ENY2, EPHA3, EPHB2, ERBB3, ERP29, F2R, F2RL1, FABP5, FAM3D, FERMT1, FMR1, FOXF1, FOXO1, FRMD4A, GABBR1, GABRE, GJA1, GRB10, GSTM2, GSTO1, HADH, HECW2, HES1, HLA-F, HMGCR, IL1B, INHBA, INSIG1, IRS1, IRS2, ITGAV, ITGB3, KLF7, LGALS3, LGALS9, LIF, LILRB1, LILRB2, LRPAP1, LRRK2, LYPLA1, MAP1B, MCTP1, MDFIC, MMP9, MTMR2, NCKAP1L, NDFIP2, NEDD4, NEDD4L, NEO1, NOTCH1, NRG1, NUP153, OS9, OSR1, OXSR1, PDE8B, PEA15, PFKL, PKD2, PKIA, PLA2R1, PLN, PLSCR1, PNKD, PPIF, PPP3CA, PPP3CB, PPP3CC, PRKCB, PRKCE, PRKD1, PRKG1, PROM2, PTEN, PTGS2, PTK2B, PXK, RAB11FIP1, RAB11FIP3, RAB23, RAC1, RANGAP1, RGS2, RGS4, RHBDF1, RHBDF2, RIN3, RSAD2, RSC1A1, SDCBP, SERPINE2, SESTD1, SFRP1, SFRP4, SHH, SIRPA, SLC30A1, SLC43A2, SLC6A9, SNCA, SP100, SPI1, SPINK1, SREBF1, SREBF2, SRI, STC1, STK39, SUFU, SUMO1, SYTL4, TBC1D4, TGFB1, THBS1, TLR2, TMBIM6, TNFRSF1A, TNFRSF1B, TRIM27, TXN, UBE2J1, UBQLN2, UCP2, UNC119, VAMP8, VDAC1, VPS35, WDR41, WNK3, WNK4, YWHAE, YWHAQ",0.0037005277044854885
GO_BP,GOBP_EPITHELIAL_TUBE_MORPHOGENESIS,-0.4582,-1.9068,189,0.000999000999000999,"ABL1, ACVR1, ACVRL1, ADAMTS12, ADM, AGT, AHI1, AR, AREG, ARL13B, BBS4, BCL10, BMP2, BMP4, BMP5, BMP7, CASP3, CC2D2A, CCDC40, CCL11, CCM2, CECR2, CELSR1, CEP290, CITED2, CLIC4, CLUAP1, COBL, COL4A1, CSF1R, CTHRC1, CTNNB1, CTNS, CTSH, CTSZ, CXCL10, CXCR4, DAG1, DCHS1, DDR1, DLC1, DLG5, DLL1, DVL1, DVL2, EDN1, EDNRA, EFNB2, ENG, EPHA2, EPHA4, EPHA7, ESRP2, EXT1, EYA1, FGFR2, FMN1, FOXA1, FOXC2, FOXF1, FOXP1, FUZ, FZD3, FZD6, GATA3, GJA1, GLI2, GLI3, GLMN, GPC3, GREB1L, GREM1, GRHL2, GRHL3, HES1, HIF1A, HNF1B, HS2ST1, IFT122, IFT172, IFT52, IFT57, ILK, ITGAX, KAT2A, KDM5B, KDR, KIF20B, KIF26B, KRAS, LAMA1, LAMA5, LEF1, LGR4, LGR5, LMO4, LRP2, LRP5, MAGED1, MDK, MED1, MEF2C, MEGF8, MET, MICAL2, MMP14, MMRN2, MSX2, MTHFD1, MTHFD1L, MTSS1, MYC, NFATC4, NOTCH1, NOTCH2, NOTCH4, NPNT, NR3C1, NRP1, OSR1, PAK1, PAX8, PBX1, PERP, PHB2, PIK3CD, PKD1, PKD2, PKHD1, PLXNB2, PLXND1, PML, PODXL, PPP1CA, PRICKLE1, PRKACB, PRKD2, PRKX, PTCH1, PTK7, RALA, RARG, RBM15, RDH10, RHOB, RPS7, RYR2, SALL1, SALL4, SCRIB, SDC4, SEMA3E, SEMA4C, SFRP1, SFRP2, SHH, SKI, SLIT2, SMAD3, SOX9, SPINT1, SPINT2, SPRY1, SPRY2, SRC, ST14, STARD13, STIL, STK3, STK4, STOX1, SUFU, TACSTD2, TBX2, TBX3, TCF21, TCTN1, TEAD2, TGFB1, TGFBR2, TIMELESS, TNC, VANGL2, VASP, VDR, VEGFA, WNK4, WNT5A, YAP1",0.0037005277044854885
GO_BP,GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY,0.6471,2.2108,57,0.000999000999000999,"ANP32B, ASF1A, ATAD2, CAND1, CDC45, CENPE, CENPF, CENPI, CENPN, CENPO, CENPT, CHAF1A, CHAF1B, DLGAP5, DNAJC9, GMNN, GRWD1, GTF2H5, HAT1, HJURP, HMGB2, KAT6B, KNTC1, MCM2, MED1, MED10, MED16, MED8, NAP1L1, NASP, NFKBIZ, NPM1, POGZ, POLR1E, RAD51, RAD51C, RB1, RBBP4, SET, SMARCA4, SMYD3, SOX9, SSRP1, TAF1B, TAF1C, TAF3, TAF4, TAF4B, TAF7, TAF9, TCF4, THRA, TP53, TSPYL1, TSPYL2, TSPYL5, ZNF827",0.0037005277044854885
GO_BP,GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,-0.5941,-1.8426,37,0.000999000999000999,"ABL1, ARHGEF10, ARHGEF10L, ARHGEF5, BAG4, BRAF, CCDC88A, CD47, EPHA1, EVL, FERMT2, FHOD1, FLNA, ITGB1BP1, LIMCH1, LIMK1, MTSS1, NF2, NRP1, PAK1, PFN2, PLEK, PXN, RAC1, RAPGEF3, RHOC, S100A10, SDC4, SFRP1, SMAD3, SORBS3, SWAP70, SYNPO, SYNPO2, TGFB3, TGFBR1, TPM1",0.0037005277044854885
GO_BP,GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,-0.3705,-1.5419,189,0.000999000999000999,"ABL1, ABL2, ACTA2, ACTB, ACTL6A, ADA, ADAM8, AIF1, ANXA1, ATAD5, AXL, B2M, BCL10, BCL6, BST1, BTK, BTN2A2, CAPN3, CARD11, CAV1, CCDC88B, CCL19, CCL2, CCL21, CCL3, CCL5, CCR7, CD2, CD209, CD24, CD274, CD276, CD38, CD3E, CD4, CD40, CD46, CD47, CD55, CD74, CD81, CD86, CDKN1A, CEBPA, CLEC7A, CORO1A, CR1, CSK, CTSC, CYLD, DDR2, DDRGK1, DHPS, DOCK8, DPP4, DUSP10, EFNB1, EFNB2, EPHB2, EXOSC3, FCGR3A, FLNA, FLOT2, FYN, GAS6, GATA3, GLI2, GLI3, GPAM, GPR183, HAVCR1, HES1, HLA-A, HLA-DMA, HLA-DMB, HLA-DPA1, HLA-DPB1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB5, HLA-E, HLA-G, HMCES, HSPD1, HSPH1, IGF1, IGF2, IGFBP2, IL1A, IL1B, IL1RL1, IL2RA, IL2RG, IL33, IL4R, IL6, IL6ST, IL7R, INPP5D, IRS2, ITPKB, JAK2, KITLG, LCK, LEF1, LGALS1, LGALS9, LILRB1, LILRB2, LILRB4, LRRK2, LYN, MALT1, MAP3K8, MDK, MEF2C, MIF, MMP14, MSH2, MYB, MYD88, NCK1, NCKAP1L, NFATC2, NFKBIZ, NLRP3, NOD2, NR4A3, PBRM1, PELI1, PLA2G4A, PLEK, PNP, PPP3CA, PRKCQ, PRKCZ, PRKDC, PRLR, PTPN6, PTPRC, PTPRJ, RAG1, RASGRP1, RIPK2, RPS3, RPS6KA1, RUNX1, SELP, SH3KBP1, SHB, SHH, SIRPA, SLC39A10, SLC7A1, SMARCA2, SMARCA4, SMARCC1, SMARCD2, SMARCE1, SOCS5, SOX13, SOX4, SPI1, SRC, STAT6, SVEP1, SYK, TFRC, TGFB1, TGFBR2, THBS1, THY1, TLR4, TLR6, TNFRSF14, TYROBP, VAV1, VAV3, VCAM1, VTCN1, WNT5A, XBP1, YES1, ZBTB1, ZBTB16, ZBTB7B, ZMIZ1",0.0037005277044854885
GO_BP,GOBP_COLLAGEN_METABOLIC_PROCESS,-0.5339,-1.8416,56,0.000999000999000999,"ADAM15, ADAMTS14, ADAMTS2, BMP4, CIITA, COL1A1, COL1A2, COL5A1, COL6A1, CREB3L1, CST3, CTSB, CTSK, CTSL, CTSS, DDR2, EMILIN1, ENG, F2R, FAP, FOSL2, FURIN, HDAC2, HIF1A, IL6, INHBA, ITGA2, ITGB1, KLK6, MFAP4, MMP1, MMP10, MMP11, MMP12, MMP13, MMP14, MMP15, MMP2, MMP28, MMP3, MMP7, MMP9, MRC2, MYB, NOTCH1, PCOLCE, PEPD, PLOD3, RUNX1, SERPINH1, SUCO, TGFB1, TGFB3, TNXB, TRAM2, VIM",0.0037005277044854885
GO_BP,GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY,0.5231,2.1217,190,0.000999000999000999,"ACTC1, AKAP13, ANLN, AR, ARHGEF10, ARHGEF5, ASPM, ATG5, AURKA, BCCIP, BICD1, BIN2, BOP1, BRCA1, BRIX1, BSCL2, C1QBP, C9orf72, CAPG, CAPN3, CASQ1, CCDC57, CCDC69, CCNB2, CCP110, CDC20, CDCA8, CDK2, CDK5RAP2, CDS1, CENPE, CENPF, CENPJ, CENPT, CEP135, CEP152, CEP192, CEP44, CEP72, CEP85, CFL2, CFLAR, CHEK2, CHMP1B, CHMP2B, CHMP4B, CHMP4C, CHMP5, CHMP7, CIRBP, CNOT2, CNOT6, CNOT6L, CNOT7, CNTROB, CSRP1, DCAF13, DIAPH3, DLGAP5, DOCK5, EDN1, EIF2A, EIF6, EML3, EZR, FARP2, FBXO5, FHOD3, FLII, FLNA, FLNC, FMR1, FSCN1, GPSM2, GRB7, GSN, HAUS1, HAUS6, HCK, HSF1, HSPA1A, HSPA1B, INCENP, ITGB1, KAT2A, KAT2B, KIAA0753, KIF11, KIF15, KIF23, KIF2A, KIF4A, KIFC1, KIFC2, KNTC1, KRT19, KRT8, LCP1, LIMD1, LMOD1, LSM3, MAP9, MAPRE2, MDM1, MEF2A, MISP, MRPS7, MSN, MTERF3, MTERF4, MYBL2, MYBPC1, MYH11, MYH3, MYL9, MYOM1, NDC80, NEB, NEBL, NEK2, NEK6, NEK7, NIP7, NOP2, NPM1, OBSCN, OBSL1, OFD1, PAN2, PDGFRA, PDGFRB, PGM5, PISD, PLEC, PLK1, PLK2, PLK4, PLS1, POGZ, PRC1, PRICKLE1, PRKAA1, PRKD1, PRKDC, PTEN, RAB11A, RACGAP1, RCC1, RNF213, RPF2, RPL10, RPL11, RPL23A, RPL38, RPL5, RPL6, RPLP0, RPS14, RPS15, RPS19, RPS23, RPS27L, RPS3, RPS5, RPSA, RTTN, SASS6, SBDS, SH3PXD2B, SMC3, SPAG5, SPICE1, SQLE, SQSTM1, SRC, STAG2, STARD9, STIL, STYXL1, TNNT1, TNNT2, TNNT3, TPM1, TPX2, TRAF7, TTN, TUBB, TUBGCP6, WDR62, WNK3",0.0037005277044854885
GO_BP,GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,-0.3734,-1.5461,190,0.000999000999000999,"ABCA1, ABL1, ABL2, ABR, AKAP13, AMOT, APOE, ARAP1, ARF6, ARHGAP1, ARHGAP10, ARHGAP11A, ARHGAP12, ARHGAP15, ARHGAP18, ARHGAP21, ARHGAP23, ARHGAP24, ARHGAP25, ARHGAP26, ARHGAP27, ARHGAP28, ARHGAP29, ARHGAP30, ARHGAP31, ARHGAP32, ARHGAP4, ARHGAP40, ARHGAP42, ARHGAP5, ARHGAP6, ARHGAP9, ARHGDIB, ARHGEF1, ARHGEF10, ARHGEF10L, ARHGEF12, ARHGEF17, ARHGEF18, ARHGEF2, ARHGEF25, ARHGEF28, ARHGEF3, ARHGEF4, ARHGEF40, ARHGEF5, ARRB1, AUTS2, BCL6, BCR, CCDC125, CD2AP, CDC42SE1, CDON, CGNL1, CHN1, CHN2, COL3A1, CRKL, CYTH1, CYTH2, CYTH3, CYTH4, DAB2IP, DEF6, DENND1A, DENND3, DENND4A, DENND4C, DLC1, DNMBP, DOCK2, DOCK3, DOCK8, ECT2, EPHB2, EPS8, EPS8L1, EPS8L2, ERBB2, F11R, F2R, F2RL1, FAM13A, FAM13B, FBP1, FBXO8, FGD3, FGD4, FGD5, FLCN, FNTA, FOXM1, GABARAP, GARNL3, GIT1, GMIP, HEG1, IGF1, IQSEC1, IQSEC2, ITGA3, ITGAV, ITGB1, ITPKB, ITSN1, KALRN, KANK1, KANK2, KBTBD7, KIF14, KITLG, KRAS, LPAR6, LRP4, MAP4K4, MAPRE2, MCF2L, MET, NET1, NOTCH1, NOTCH2, NRP1, OBSCN, OGT, OPHN1, PIK3CB, PIK3CG, PLEKHG1, PLEKHG3, PLEKHG4, PLEKHG4B, PLEKHG5, PLEKHG6, PLXNB1, PPP2CB, PREX1, PREX2, PSD3, PSD4, RAC1, RACGAP1, RAF1, RALBP1, RALGAPA1, RALGAPA2, RALGAPB, RALGPS1, RAP1GAP, RAP1GAP2, RASA2, RASA3, RASGRF2, RASGRP1, RDX, RELN, RGL2, RHOU, ROBO1, SEMA4D, SGSM3, SH3BP1, SIPA1, SIPA1L1, SIPA1L2, SIPA1L3, SLIT2, SOS1, SPATA13, SPRY1, SPRY2, SQSTM1, SRC, SRGAP2, SRGAP3, SSX2IP, STARD13, STMN1, SWAP70, SYDE2, SYNGAP1, TAGAP, TEK, TGM2, TIAM1, TIAM2, TRIO, VAV1, VAV2, VAV3",0.0037005277044854885
GO_BP,GOBP_RENAL_SYSTEM_DEVELOPMENT,-0.4856,-2.0236,191,0.000999000999000999,"ACAT1, ACE, ACTA2, ACVR2B, ADAMTS1, ADAMTS6, AGT, AHI1, AKR1B1, ALDH1A2, AMER1, ANGPT2, AP1B1, AP2B1, APH1A, AQP1, ARG2, ARID5B, ASS1, BASP1, BCL2L11, BICC1, BMP2, BMP4, BMP7, C1GALT1, CALB1, CAT, CC2D2A, CD24, CD2AP, CD34, CENPF, CEP290, CFLAR, CNTRL, COL4A1, COL4A3, COL4A4, COMT, CTNNB1, CTNS, CTSH, DCHS1, DLG5, DLL1, DYNC2H1, EDN1, EDNRA, EDNRB, EFNB2, EGR1, EMX2, ENPEP, EPCAM, EPHA4, EPHA7, ERBB4, EXT1, EYA1, EZH2, FBN1, FGFR1, FGFR2, FLCN, FMN1, FOXC1, FOXC2, FOXF1, FRAS1, FREM2, GATA3, GCNT1, GCNT4, GLI2, GLI3, GLIS2, GPC3, GREB1L, GREM1, HAS2, HELLS, HES1, HMGCS2, HNF1B, HPGD, HS2ST1, ID3, IFT88, IL6R, ILK, ITGA3, ITGA8, ITGB3, JAG1, KANK2, KIF26B, LAMA5, LAMB2, LGR4, LGR5, LIF, LRP2, LRP4, LRRK2, MAGED1, MEF2C, MME, MMP9, MTSS1, MYC, MYO1E, MYOCD, NFIA, NID1, NIPBL, NOTCH1, NOTCH2, NOTCH3, NPNT, NRP1, NUP107, ODC1, OSR1, OVOL1, PAX8, PBX1, PCSK5, PDGFD, PDGFRA, PDGFRB, PKD1, PKD2, PKHD1, PLCE1, PLXND1, PODXL, PPP3CA, PRDM1, PRICKLE1, PRKX, PROM1, PTCH1, PTK7, PTPRO, RDH10, REN, ROBO2, RPGRIP1L, RRM2B, SALL1, SDC1, SDC4, SERPINF1, SFRP1, SGPL1, SHH, SLIT2, SMAD1, SMAD3, SMAD5, SMAD6, SOX4, SOX9, SPRY1, STAT1, STRA6, SULF1, SULF2, TACSTD2, TBC1D32, TCF21, TEK, TFAP2A, TGFB1, TGFBR1, TIPARP, TRAF3IP1, TRAF3IP2, TREX1, TTC8, UPK3A, VANGL2, VEGFA, WFS1, WNK4, WNT5A, WWTR1, YAP1, ZBTB16, ZMPSTE24",0.0037005277044854885
GO_BP,GOBP_FOCAL_ADHESION_ASSEMBLY,-0.5905,-2.0404,55,0.000999000999000999,"ABL1, ACTN1, ACVRL1, APOD, ARHGAP6, BCR, CAMSAP3, CDH11, COL16A1, CORO1C, CTTN, DLC1, DMTN, EPB41L5, EPHA3, FERMT2, FMN1, GREM1, ITGA2, ITGB1BP1, KDR, LDB1, LIMCH1, LIMS1, MACF1, MAP4K4, MMP14, NRP1, PEAK1, PHLDB2, PIP5K1A, PTEN, PTK2, PTK2B, PTPRJ, PTPRK, RAC1, RCC2, ROCK1, S100A10, SDC4, SFRP1, SLC9A1, SLK, SMAD3, SORBS1, SRC, TEK, TESK2, THBS1, THY1, TLN1, TRIP6, VCL, VEGFA",0.0037005277044854885
GO_BP,GOBP_FACULTATIVE_HETEROCHROMATIN_FORMATION,0.7588,2.0155,18,0.000999000999000999,"ATF7IP2, DNMT1, DNMT3A, EHMT2, EZH2, HDAC1, HELLS, JARID2, KDM1A, L3MBTL3, MBD2, MBD3, PHF8, SETDB1, SIRT1, SIRT2, SUZ12, TRIM28",0.0037005277044854885
GO_BP,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,-0.513,-2.1534,204,0.000999000999000999,"ABL1, ABL2, ACTA2, ADD3, AKAP13, ANK2, ARAP1, ARF1, ARF6, ARFIP1, ARHGAP18, ARHGAP28, ARHGAP40, ARHGAP6, ARHGEF10, ARHGEF10L, ARHGEF18, ARHGEF5, ARPC2, ASAP3, ATP1A2, BAG4, BAIAP2, BAIAP2L1, BBS4, BIN1, BRAF, BRK1, BST1, BST2, C9orf72, CACNA1C, CAMK2D, CAPG, CAV1, CCDC88A, CCL11, CCL21, CCR7, CD2AP, CD47, CDK10, CELSR1, CFL2, CGNL1, CNN2, CORO1A, CORO1B, COTL1, CSF1R, CTTN, CXCL12, CYFIP2, DAAM2, DIXDC1, DLC1, DMTN, DSC2, DSG2, DSP, DSTN, DVL2, ECT2, EDN1, ELN, EPHA1, EPHA3, EPS8, EVL, EZR, F11R, F2RL1, FCHSD1, FCHSD2, FER, FERMT2, FHOD1, FLII, FLNA, FMN1, FRMD6, FSCN1, GBA2, GJA5, GMFG, GRHL3, GSN, HCK, HCLS1, HIP1R, HRAS, IL1A, IQGAP2, ITGB1BP1, ITGB3, JAM3, JUP, KANK1, KANK2, KCNJ2, LIMA1, LIMCH1, LIMK1, LMOD1, LRP1, MEGF9, MET, MTSS1, MYADM, MYH9, MYO3A, MYO3B, NCK1, NCKAP1, NCKAP1L, NEB, NEDD9, NF2, NRP1, PAK1, PDE4B, PDE4D, PDGFRA, PDGFRB, PDPN, PFN2, PHLDB2, PICK1, PIK3R1, PIK3R2, PKP2, PLEK, PLEKHG2, PLEKHH2, PLN, PPFIA1, PREX1, PRKCD, PRKCE, PRKD1, PTK2B, PXN, RAC1, RALA, RAPGEF3, RASA1, RDX, RGS4, RHOC, RHPN2, RICTOR, RND3, RNH1, ROCK1, RYR2, S100A10, S1PR1, SCIN, SCN5A, SDC4, SEMA5A, SFRP1, SH3BP1, SHANK3, SLC4A2, SLC9A1, SLIT2, SMAD3, SNX9, SORBS3, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SRI, SSH1, SSH2, SSH3, STC1, STMN1, SUMO1, SVIL, SWAP70, SYNPO, SYNPO2, TACSTD2, TAOK1, TENM1, TGFB1, TGFB3, TGFBR1, TMSB10, TMSB4X, TNNC1, TPM1, TRIM27, TRIOBP, TRPM2, TRPM4, TTC8, VASP, VILL, WAS, ZEB2",0.0037005277044854885
