gene,log2FC,mean_responder,mean_nonresponder,statistic,p_value,fdr
FANCF,0.0293,9.9044,9.8751,8166.0,0.5799498004890421,0.7708082089247983
PACS2,-0.0223,10.7107,10.733,7474.0,0.5799498004890421,0.7708082089247983
ATHL1,-0.0953,9.7769,9.8722,7474.0,0.5799498004890421,0.7708082089247983
PCDHGB5,-0.1146,8.8427,8.9572,7474.0,0.5799498004890421,0.7708082089247983
RHBDD1,-0.013,9.6877,9.7007,7475.0,0.5810469187188864,0.7715342381092835
SLC1A3,0.1372,10.2885,10.1513,8165.0,0.5810469187188864,0.7715342381092835
AGTPBP1,0.0325,10.4837,10.4511,8165.0,0.5810469187188864,0.7715342381092835
ORMDL3,0.0118,9.0877,9.0759,8165.0,0.5810469187188864,0.7715342381092835
DPYSL2,-0.0655,10.9475,11.013,7475.0,0.5810469187188864,0.7715342381092835
ZNF430,-0.0789,11.4585,11.5374,7476.0,0.582145007252795,0.772552868256836
YWHAG,0.0402,11.1389,11.0987,8164.0,0.582145007252795,0.772552868256836
GATA3,-0.0275,12.9895,13.017,7476.0,0.582145007252795,0.772552868256836
MDC1,0.1411,11.9612,11.8201,8163.0,0.5832440641286252,0.7735716252069624
COX1,0.0647,10.1723,10.1076,8163.0,0.5832440641286252,0.7735716252069624
DMXL2,0.0457,12.7581,12.7123,8163.0,0.5832440641286252,0.7735716252069624
AKR1C3,-0.1457,11.4967,11.6424,7478.0,0.5843440873775316,0.7741508974470023
FAM86DP,-0.0132,9.1352,9.1484,8162.0,0.5843440873775316,0.7741508974470023
NDUFAF3,0.0278,10.1303,10.1025,8162.0,0.5843440873775316,0.7741508974470023
GALNT7,0.0422,11.2566,11.2143,8162.0,0.5843440873775316,0.7741508974470023
SGMS2,-0.0753,9.4743,9.5497,7478.0,0.5843440873775316,0.7741508974470023
PLA2G7,0.1712,9.9882,9.817,8162.0,0.5843440873775316,0.7741508974470023
RIMS2,0.238,8.7331,8.4951,8161.0,0.5854450750239764,0.7754628069591274
LAIR1,-0.1286,7.9651,8.0937,7480.0,0.5865470250857373,0.7763350626867168
RRP12,-0.0378,10.1287,10.1665,7480.0,0.5865470250857373,0.7763350626867168
FCGR2C,-0.1536,8.746,8.8996,7480.0,0.5865470250857373,0.7763350626867168
NT5DC2,0.039,11.3177,11.2786,8160.0,0.5865470250857373,0.7763350626867168
ABHD17C,-0.0725,8.7819,8.8544,7481.0,0.5876499355739189,0.7767601531394498
EXPH5,-0.1314,9.5543,9.6856,7481.0,0.5876499355739189,0.7767601531394498
RPL27A,-0.0631,13.6982,13.7613,7481.0,0.5876499355739189,0.7767601531394498
SYT7,-0.0711,8.4381,8.5091,7481.0,0.5876499355739189,0.7767601531394498
TMC6,-0.1068,11.6699,11.7768,7481.0,0.5876499355739189,0.7767601531394498
TMEM116,0.0435,8.4934,8.45,8158.0,0.5887538044929601,0.7767601531394498
AKR1E2,-0.0671,8.0305,8.0976,8158.0,0.5887538044929601,0.7767601531394498
CCDC141,-0.1671,7.7857,7.9527,7482.0,0.5887538044929601,0.7767601531394498
OSTF1,-0.0728,10.6445,10.7172,7482.0,0.5887538044929601,0.7767601531394498
PLXNA1,-0.0611,12.3094,12.3705,7482.0,0.5887538044929601,0.7767601531394498
NEDD8,0.0419,10.4358,10.3938,8158.0,0.5887538044929601,0.7767601531394498
CD3D,0.0194,9.293,9.2736,8158.0,0.5887538044929601,0.7767601531394498
OGFRL1,-0.0775,9.5177,9.5952,7482.0,0.5887538044929601,0.7767601531394498
TEX264,-0.0437,9.4265,9.4702,7482.0,0.5887538044929601,0.7767601531394498
MCF2L,0.0435,10.3267,10.2832,8158.0,0.5887538044929601,0.7767601531394498
ADAM15,0.0813,11.1993,11.1181,8158.0,0.5887538044929601,0.7767601531394498
CCDC66,0.0387,10.5077,10.469,8158.0,0.5887538044929601,0.7767601531394498
SYTL5,0.2081,8.1354,7.9272,8157.0,0.5898586298406456,0.7777781933297009
UPK3A,0.3179,7.779,7.4611,8157.0,0.5898586298406456,0.7777781933297009
PDK2,0.0275,10.3099,10.2825,8157.0,0.5898586298406456,0.7777781933297009
SLC12A9,-0.0669,9.654,9.7208,7484.0,0.5909644096081139,0.7789429249925883
TINAGL1,-0.1536,11.6725,11.826,7484.0,0.5909644096081139,0.7789429249925883
ZMYND8,-0.0557,12.7438,12.7996,7485.0,0.5920711417798681,0.7795142253348655
CKLF,0.0738,9.4177,9.3439,8155.0,0.5920711417798681,0.7795142253348655
MFSD1,0.0345,12.9044,12.8699,8155.0,0.5920711417798681,0.7795142253348655
TAS2R31,-0.0221,9.232,9.2542,7485.0,0.5920711417798681,0.7795142253348655
CLASRP,0.0308,11.3811,11.3504,8154.0,0.5931788243337852,0.7795142253348655
SNORA67,0.0705,10.1766,10.1061,8154.0,0.5931788243337852,0.7795142253348655
SLC9A1,-0.0835,11.4687,11.5522,7486.0,0.5931788243337852,0.7795142253348655
PVRL2,0.0142,10.6612,10.647,8154.0,0.5931788243337852,0.7795142253348655
AIP,0.0383,9.9779,9.9396,8154.0,0.5931788243337852,0.7795142253348655
ZNF736,-0.0589,10.3721,10.4309,8154.0,0.5931788243337852,0.7795142253348655
PPDPF,0.0256,10.0225,9.997,8154.0,0.5931788243337852,0.7795142253348655
RPS27L,-0.0508,9.3947,9.4455,7486.0,0.5931788243337852,0.7795142253348655
NDUFC2,-0.018,9.6132,9.6312,7486.0,0.5931788243337852,0.7795142253348655
CTTNBP2NL,-0.0376,11.1935,11.2311,7486.0,0.5931788243337852,0.7795142253348655
ATP5E,0.0508,12.4987,12.4479,8154.0,0.5931788243337852,0.7795142253348655
UBA6,0.0266,12.438,12.4114,8154.0,0.5931788243337852,0.7795142253348655
CDH1,0.0627,15.2154,15.1527,8153.0,0.5942874552411261,0.7805317046237071
PKM,-0.0191,15.5182,15.5373,7487.0,0.5942874552411261,0.7805317046237071
XRRA1,0.0508,9.0166,8.9658,8153.0,0.5942874552411261,0.7805317046237071
ST14,0.0358,12.9701,12.9343,8152.0,0.5953970324665456,0.7809637419672634
ZNF93,-0.0464,10.7266,10.773,8152.0,0.5953970324665456,0.7809637419672634
ZNF266,-0.0648,10.4409,10.5057,7488.0,0.5953970324665456,0.7809637419672634
NAPG,0.0352,9.8898,9.8546,8152.0,0.5953970324665456,0.7809637419672634
EMC2,-0.0323,10.7572,10.7895,7488.0,0.5953970324665456,0.7809637419672634
LINC01061,0.0474,8.8972,8.8498,8152.0,0.5953970324665456,0.7809637419672634
FAM86A,-0.0688,9.1675,9.2364,7488.0,0.5953970324665456,0.7809637419672634
NCK1,-0.0886,10.2795,10.3681,7489.0,0.5965075539681023,0.7822738577600412
EFNB2,-0.0486,9.4514,9.5001,7490.0,0.5976190176972691,0.7828518482854424
MAST3,-0.1104,9.7773,9.8878,7490.0,0.5976190176972691,0.7828518482854424
SC5D,-0.0471,11.9373,11.9844,7490.0,0.5976190176972691,0.7828518482854424
OCLN,0.088,10.7702,10.6822,8150.0,0.5976190176972691,0.7828518482854424
EXOSC7,0.0414,9.8798,9.8384,8150.0,0.5976190176972691,0.7828518482854424
TFAP2A,-0.0829,9.5966,9.6794,7490.0,0.5976190176972691,0.7828518482854424
NR1H4,-0.2053,4.9306,5.136,7491.0,0.5986475133495361,0.7837226440107282
KCTD3,0.0217,11.7143,11.6926,8149.0,0.5987314215989427,0.7837226440107282
ORAOV1,0.1124,7.9996,7.8871,7491.0,0.5987314215989427,0.7837226440107282
HECW2,-0.0915,9.7662,9.8577,7491.0,0.5987314215989427,0.7837226440107282
HOXA13,0.0019,7.8829,7.881,7492.0,0.5998447222591243,0.7847399364040751
CSTB,0.0595,14.4683,14.4088,8148.0,0.5998447636114543,0.7847399364040751
TRIP10,-0.0527,10.8276,10.8804,7492.0,0.5998447636114543,0.7847399364040751
TRIM44,0.0513,12.5346,12.4833,8147.0,0.6009590416665803,0.7853174414612916
LMF2,-0.072,8.981,9.0531,7493.0,0.6009590416665803,0.7853174414612916
RAB8B,-0.079,9.936,10.015,7493.0,0.6009590416665803,0.7853174414612916
CAPN15,-0.0376,9.5318,9.5694,7493.0,0.6009590416665803,0.7853174414612916
EBAG9,0.0205,10.325,10.3045,8147.0,0.6009590416665803,0.7853174414612916
TMC5,0.2254,8.9936,8.7683,8147.0,0.6009590416665803,0.7853174414612916
LOC284379,0.3322,4.7374,4.4052,8144.0,0.6018403849431344,0.786187954239778
SCEL,-0.1228,7.0756,7.1985,7494.0,0.6020740890145799,0.786187954239778
PRKCB,-0.1658,9.2503,9.4161,7494.0,0.6020742536895516,0.786187954239778
ENTPD3,-0.1219,9.0238,9.1457,7494.0,0.6020742536895516,0.786187954239778
LGALS4,-0.1487,4.9266,5.0753,7495.0,0.6031895760668865,0.7866186879676449
NFATC2,-0.1247,9.4299,9.5546,7495.0,0.6031903975990651,0.7866186879676449
SYT17,0.0894,9.5721,9.4827,8145.0,0.6031903975990651,0.7866186879676449
CHML,0.0636,9.5706,9.507,8145.0,0.6031903975990651,0.7866186879676449
KRTCAP3,0.0401,9.2582,9.2181,8145.0,0.6031903975990651,0.7866186879676449
HSD17B11,0.0685,11.0046,10.9361,8145.0,0.6031903975990651,0.7866186879676449
TMC7,-0.1251,9.2066,9.3317,7495.0,0.6031903975990651,0.7866186879676449
FIG4,-0.0185,11.8281,11.8467,7496.0,0.604307471307294,0.7873423668027869
PHLPP1,0.063,10.7014,10.6384,8144.0,0.604307471307294,0.7873423668027869
C10orf12,-0.0403,10.4828,10.5232,7496.0,0.604307471307294,0.7873423668027869
HBA1,-0.0129,10.0934,10.1063,7496.0,0.604307471307294,0.7873423668027869
GLRX,-0.0413,9.2158,9.2571,7496.0,0.604307471307294,0.7873423668027869
CERS3,-0.262,6.4295,6.6915,7497.0,0.605424654894408,0.7880659080775925
BAG4,0.069,9.9541,9.8851,8143.0,0.6054254727198982,0.7880659080775925
ETAA1,0.0241,10.2285,10.2044,8143.0,0.6054254727198982,0.7880659080775925
ZNF585A,0.0548,9.4198,9.3651,8143.0,0.6054254727198982,0.7880659080775925
SNORA11,-0.1247,9.3527,9.4774,7497.0,0.6054254727198982,0.7880659080775925
DENND1B,0.0124,10.6086,10.5962,8142.0,0.6065443997360356,0.7893756609090238
LYN,0.0641,10.978,10.914,8141.0,0.6076642502483715,0.790245635002664
SEPT8,0.0308,10.9164,10.8856,8141.0,0.6076642502483715,0.790245635002664
PPP4R1,-0.0583,11.912,11.9704,7499.0,0.6076642502483715,0.790245635002664
C6orf203,-0.0434,9.0876,9.131,8141.0,0.6076642502483715,0.790245635002664
DDB2,-0.0154,10.5278,10.5432,7500.0,0.6087850221430913,0.7909687402723689
PDE7A,0.0297,10.3941,10.3645,8140.0,0.6087850221430913,0.7909687402723689
PRSS8,0.1886,9.1884,8.9998,8140.0,0.6087850221430913,0.7909687402723689
SCRN1,-0.0,10.0168,10.0169,8140.0,0.6087850221430913,0.7909687402723689
GALNT3,0.023,11.8889,11.8659,8140.0,0.6087850221430913,0.7909687402723689
ZNF347,-0.0704,9.7354,9.8058,7501.0,0.6099067132999101,0.792279115792853
CDK5RAP3,0.0382,12.4462,12.4081,8138.0,0.6110293215920846,0.7927081028361186
ABHD13,-0.0438,9.2224,9.2662,7502.0,0.6110293215920846,0.7927081028361186
ITIH5,-0.1529,9.0818,9.2347,7502.0,0.6110293215920846,0.7927081028361186
PREP,-0.034,11.5918,11.6258,7502.0,0.6110293215920846,0.7927081028361186
WIZ,0.0102,9.6557,9.6455,7502.0,0.6110293215920846,0.7927081028361186
KCNS3,-0.1419,8.2209,8.3629,7502.0,0.6110293215920846,0.7927081028361186
GNAQ,0.131,9.9356,9.8046,8138.0,0.6110293215920846,0.7927081028361186
BSG,0.0844,11.0192,10.9349,8137.0,0.6121528448864231,0.7931371642441482
ITGB7,0.0099,8.4568,8.4469,8137.0,0.6121528448864231,0.7931371642441482
CYP51A1,0.0624,10.0445,9.9821,8137.0,0.6121528448864231,0.7931371642441482
SLC41A2,0.0859,8.3727,8.2867,8137.0,0.6121528448864231,0.7931371642441482
SDHAP2,0.0598,10.0109,9.9511,8137.0,0.6121528448864231,0.7931371642441482
PLEKHA5,0.0831,12.5445,12.4614,8137.0,0.6121528448864231,0.7931371642441482
CYB5R1,-0.0949,9.596,9.6909,7503.0,0.6121528448864231,0.7931371642441482
DNHD1,-0.0128,10.1205,10.1333,8136.0,0.613277281043298,0.7935662969597591
ADAM12,-0.1574,10.7926,10.95,7504.0,0.613277281043298,0.7935662969597591
RNF130,-0.0756,10.8445,10.9201,7504.0,0.613277281043298,0.7935662969597591
NAA20,-0.0296,10.8432,10.8727,7504.0,0.613277281043298,0.7935662969597591
HKR1,0.0596,10.2072,10.1476,8136.0,0.613277281043298,0.7935662969597591
TMCO4,0.0289,9.2583,9.2294,8136.0,0.613277281043298,0.7935662969597591
RPL35A,-0.0368,13.9561,13.9929,7504.0,0.613277281043298,0.7935662969597591
STARD3NL,0.0388,10.2852,10.2465,8135.0,0.614402627916656,0.7942886474617579
TMEM109,0.0241,10.962,10.9379,8135.0,0.614402627916656,0.7942886474617579
CLUH,0.0646,10.7045,10.6399,8135.0,0.614402627916656,0.7942886474617579
LYSMD3,-0.0627,9.523,9.5856,7505.0,0.614402627916656,0.7942886474617579
NUCB1,-0.0092,12.5933,12.6025,7505.0,0.614402627916656,0.7942886474617579
ANO8,0.0667,9.3196,9.2528,8134.0,0.6155288833540299,0.7947176936077196
SEPT6,0.0337,9.4569,9.4231,8134.0,0.6155288833540299,0.7947176936077196
COQ9,-0.0301,10.9179,10.948,7506.0,0.6155288833540299,0.7947176936077196
KIAA1324,0.0007,6.9948,6.9941,8134.0,0.6155288833540299,0.7947176936077196
ACAP3,0.0659,9.6402,9.5742,8134.0,0.6155288833540299,0.7947176936077196
MROH1,-0.033,12.3497,12.3827,7506.0,0.6155288833540299,0.7947176936077196
UBC,-0.0298,16.5789,16.6087,7506.0,0.6155288833540299,0.7947176936077196
ICK,-0.0536,10.7632,10.8168,7507.0,0.6166560451965498,0.7952932383998966
SLC7A7,0.1069,9.7964,9.6895,8133.0,0.6166560451965498,0.7952932383998966
CTSK,-0.1343,11.5593,11.6936,7507.0,0.6166560451965498,0.7952932383998966
SESTD1,-0.0545,11.1511,11.2056,7507.0,0.6166560451965498,0.7952932383998966
ITPR3,-0.0579,13.0307,13.0886,7507.0,0.6166560451965498,0.7952932383998966
ZNF852,-0.0378,9.1448,9.1826,7507.0,0.6166560451965498,0.7952932383998966
SAA1,-0.3583,5.0534,5.4117,7508.0,0.6177696045422428,0.7964547369820544
ZFP62,0.0224,11.5808,11.5583,8132.0,0.6177841112789546,0.7964547369820544
NFKB2,-0.0898,10.2666,10.3564,7509.0,0.6189130794296036,0.7970298446571376
RNF2,0.0891,10.8489,10.7598,8131.0,0.6189130794296036,0.7970298446571376
DDX21,-0.0455,12.8032,12.8487,7509.0,0.6189130794296036,0.7970298446571376
CITED2,-0.0503,11.0567,11.107,7509.0,0.6189130794296036,0.7970298446571376
VARS2,0.0394,9.9506,9.9112,8131.0,0.6189130794296036,0.7970298446571376
P4HA1,-0.08,11.9911,12.0712,7509.0,0.6189130794296036,0.7970298446571376
MAP3K1,-0.0832,12.8005,12.8837,7510.0,0.6200429474704885,0.7978979715427841
SNORA26,0.1027,8.8014,8.6987,8130.0,0.6200429474704885,0.7978979715427841
OXR1,-0.0634,11.7531,11.8164,7510.0,0.6200429474704885,0.7978979715427841
GOT1,0.0662,9.7311,9.665,8130.0,0.6200429474704885,0.7978979715427841
PCP4L1,-0.181,6.0653,6.2462,7511.0,0.6211671853339638,0.7980332991488459
SLC28A3,0.1171,7.2157,7.0986,8129.0,0.6211735549695079,0.7980332991488459
CCAR2,-0.0094,11.9778,11.9872,7511.0,0.6211737132172439,0.7980332991488459
UBE2Q2,-0.0864,11.2194,11.3058,7511.0,0.6211737132172439,0.7980332991488459
MYH10,-0.0473,12.3899,12.4372,7511.0,0.6211737132172439,0.7980332991488459
MTHFD1L,-0.0,11.5527,11.5528,7511.0,0.6211737132172439,0.7980332991488459
ND5,0.0545,10.4463,10.3918,8129.0,0.6211737132172439,0.7980332991488459
SYPL1,-0.0994,11.7375,11.8369,7511.0,0.6211737132172439,0.7980332991488459
CYC1,0.0228,10.5719,10.5492,8129.0,0.6211737132172439,0.7980332991488459
CSTF2T,-0.1008,9.9483,10.0491,7512.0,0.6223053744791605,0.7981693292083444
NBPF12,0.0615,12.6341,12.5726,8128.0,0.6223053744791605,0.7981693292083444
CCNG2,-0.0444,11.6081,11.6524,7512.0,0.6223053744791605,0.7981693292083444
CAP1,0.0167,13.2707,13.254,8128.0,0.6223053744791605,0.7981693292083444
MAN2A2,0.0429,10.9416,10.8986,8128.0,0.6223053744791605,0.7981693292083444
ECI1,0.0615,9.6918,9.6304,8128.0,0.6223053744791605,0.7981693292083444
RGS4,-0.0476,7.2836,7.3312,7512.0,0.6223053744791605,0.7981693292083444
CD53,-0.1005,10.1937,10.2943,7512.0,0.6223053744791605,0.7981693292083444
NCAM1,-0.0564,7.0087,7.0651,7512.0,0.6223053744791605,0.7981693292083444
RPS16,0.0202,12.8532,12.833,7513.0,0.6234379290591958,0.7988903599636867
SNORA71D,0.12,9.9545,9.8345,8127.0,0.6234379290591958,0.7988903599636867
ACE,-0.0254,10.5182,10.5436,8127.0,0.6234379290591958,0.7988903599636867
EGLN1,-0.0265,11.4561,11.4827,7513.0,0.6234379290591958,0.7988903599636867
PPARG,0.1408,12.4163,12.2755,8127.0,0.6234379290591958,0.7988903599636867
RCBTB1,0.0028,9.2317,9.2289,8126.0,0.6245713747539869,0.7999036827728915
APOD,-0.0743,9.5866,9.6609,7514.0,0.6245713747539869,0.7999036827728915
LPIN2,-0.0558,11.3674,11.4232,7514.0,0.6245713747539869,0.7999036827728915
IGFL1,0.2481,5.5015,5.2534,8125.0,0.625691449935476,0.8003318872338074
CYP4B1,0.1569,10.3268,10.1699,8125.0,0.625705709353862,0.8003318872338074
RSC1A1,0.0348,9.0642,9.0294,8125.0,0.625705709353862,0.8003318872338074
PAIP2,0.0338,10.7291,10.6952,8125.0,0.625705709353862,0.8003318872338074
REPIN1,0.0676,9.4698,9.4021,8125.0,0.625705709353862,0.8003318872338074
PUF60,0.0104,10.1022,10.0918,8125.0,0.625705709353862,0.8003318872338074
HOXA10,-0.067,10.2049,10.2719,7515.0,0.625705709353862,0.8003318872338074
PPP1R12B,0.0034,11.018,11.0147,7516.0,0.6268409306428525,0.8006140866846427
APOBEC3G,0.0431,9.2553,9.2122,8124.0,0.6268409306428525,0.8006140866846427
RN7SK,-0.0415,10.4803,10.5218,7516.0,0.6268409306428525,0.8006140866846427
USMG5,0.062,9.7254,9.6634,8124.0,0.6268409306428525,0.8006140866846427
NCF4,0.0094,9.4285,9.4191,8124.0,0.6268409306428525,0.8006140866846427
AHCY,0.0233,11.5991,11.5757,8124.0,0.6268409306428525,0.8006140866846427
BANK1,0.0801,9.0057,8.9256,8124.0,0.6268409306428525,0.8006140866846427
ELF4,0.0222,11.7524,11.7302,8124.0,0.6268409306428525,0.8006140866846427
ZNF714,0.018,11.3071,11.2892,8123.0,0.627977036398705,0.8010424746630475
MET,-0.0567,12.8651,12.9218,7517.0,0.627977036398705,0.8010424746630475
ACADSB,0.0075,10.3252,10.3177,7517.0,0.627977036398705,0.8010424746630475
ATP2B1,0.0777,12.716,12.6383,8123.0,0.627977036398705,0.8010424746630475
CPOX,-0.0449,9.1274,9.1723,7517.0,0.627977036398705,0.8010424746630475
ABHD2,0.1391,11.2547,11.1156,8123.0,0.627977036398705,0.8010424746630475
PLEKHO1,0.0349,9.6409,9.6061,8123.0,0.627977036398705,0.8010424746630475
RUSC1,0.0463,9.5298,9.4835,8122.0,0.6291140243928939,0.8020545262740644
SNORA61,0.0669,9.3375,9.2706,8122.0,0.6291140243928939,0.8020545262740644
ACER2,0.1506,9.8901,9.7395,8122.0,0.6291140243928939,0.8020545262740644
UQCRH,0.0317,10.6999,10.6682,8121.0,0.6302518923906335,0.8029105936028117
ZNF224,0.0057,10.591,10.5854,8121.0,0.6302518923906335,0.8029105936028117
SNAPC3,0.027,10.2199,10.1929,8121.0,0.6302518923906335,0.8029105936028117
MPP6,-0.083,9.5478,9.6308,7519.0,0.6302518923906335,0.8029105936028117
ULK3,0.0408,9.3668,9.326,8120.0,0.6313906381508902,0.8029105936028117
SLC20A1,-0.1042,12.4901,12.5943,7520.0,0.6313906381508902,0.8029105936028117
APLF,0.0095,9.064,9.0545,7520.0,0.6313906381508902,0.8029105936028117
HMGN3,0.0502,10.8223,10.7721,8120.0,0.6313906381508902,0.8029105936028117
FGL2,-0.1254,9.6018,9.7273,7520.0,0.6313906381508902,0.8029105936028117
ABHD11,0.0577,8.7912,8.7336,8120.0,0.6313906381508902,0.8029105936028117
QARS,-0.0425,12.7798,12.8222,7520.0,0.6313906381508902,0.8029105936028117
DIEXF,0.0402,11.2397,11.1995,8120.0,0.6313906381508902,0.8029105936028117
ZNF595,-0.0584,10.8635,10.9219,7520.0,0.6313906381508902,0.8029105936028117
ZNF486,0.0935,11.4811,11.3875,8120.0,0.6313906381508902,0.8029105936028117
STAT5A,-0.0197,9.848,9.8677,8119.0,0.6325302594263951,0.8042137630288753
GNA12,-0.0294,9.1645,9.1939,7522.0,0.6336707539636566,0.8049331198997799
IFIH1,0.0699,10.4204,10.3505,8118.0,0.6336707539636566,0.8049331198997799
CLCN3,0.0357,12.0945,12.0588,8118.0,0.6336707539636566,0.8049331198997799
PCDHB6,-0.0937,7.0816,7.1753,7522.0,0.6336707539636566,0.8049331198997799
CCDC6,0.0028,11.5995,11.5967,7522.0,0.6336707539636566,0.8049331198997799
GNG5,0.0439,10.388,10.3442,8117.0,0.6348121195029726,0.8057983093854119
SYNGR2,0.0202,11.3889,11.3688,8117.0,0.6348121195029726,0.8057983093854119
ARSD,-0.1342,9.2577,9.3919,7523.0,0.6348121195029726,0.8057983093854119
PIK3R5,-0.0412,8.0163,8.0575,7523.0,0.6348121195029726,0.8057983093854119
LBR,0.0528,11.8987,11.8459,8116.0,0.6359543537784436,0.8068094817953696
ARHGAP15,-0.1245,8.8993,9.0239,7524.0,0.6359543537784436,0.8068094817953696
SS18L1,0.0481,9.0356,8.9875,8116.0,0.6359543537784436,0.8068094817953696
C5,-0.1242,9.5354,9.6597,7525.0,0.6370974545179852,0.8072249702657965
DDHD1,0.0099,10.5746,10.5647,8115.0,0.6370974545179852,0.8072249702657965
CD9,0.0319,12.7864,12.7545,8115.0,0.6370974545179852,0.8072249702657965
SUOX,0.0351,10.5152,10.4801,8115.0,0.6370974545179852,0.8072249702657965
PIAS3,-0.0363,10.7967,10.8329,7525.0,0.6370974545179852,0.8072249702657965
NLN,0.0198,10.2191,10.1993,8115.0,0.6370974545179852,0.8072249702657965
EXOC6,0.0636,10.2789,10.2154,8115.0,0.6370974545179852,0.8072249702657965
ISYNA1,-0.0569,9.8295,9.8864,7526.0,0.6382414194433408,0.8072249702657965
TMTC1,-0.01,9.379,9.3889,7526.0,0.6382414194433408,0.8072249702657965
THYN1,0.0353,9.3852,9.35,8114.0,0.6382414194433408,0.8072249702657965
AK1,-0.0256,9.0783,9.1039,7526.0,0.6382414194433408,0.8072249702657965
SCARNA10,0.0437,15.4634,15.4197,8114.0,0.6382414194433408,0.8072249702657965
CACNA1D,-0.1692,10.792,10.9612,7526.0,0.6382414194433408,0.8072249702657965
EPN1,0.0539,10.8538,10.7999,8114.0,0.6382414194433408,0.8072249702657965
FADS2,0.1347,11.6172,11.4825,8114.0,0.6382414194433408,0.8072249702657965
ZNF302,0.0416,10.3371,10.2955,8114.0,0.6382414194433408,0.8072249702657965
DERA,0.0293,9.2219,9.1926,8114.0,0.6382414194433408,0.8072249702657965
RPL35,-0.0328,12.9647,12.9975,7527.0,0.6393862462700948,0.8076518547311461
TENM3,-0.1309,8.7633,8.8941,7527.0,0.6393862462700948,0.8076518547311461
HSPA9,0.0265,14.6812,14.6547,8113.0,0.6393862462700948,0.8076518547311461
KCNK1,-0.0314,8.6957,8.7271,8113.0,0.6393862462700948,0.8076518547311461
CLEC7A,0.1121,8.3769,8.2648,8113.0,0.6393862462700948,0.8076518547311461
MRPS6,0.0609,8.8764,8.8154,8113.0,0.6393862462700948,0.8076518547311461
TTL,-0.0449,9.277,9.3219,7527.0,0.6393862462700948,0.8076518547311461
THBS4,-0.1396,6.6606,6.8002,7528.0,0.6405319327076849,0.808078747027908
VGLL3,0.0914,9.551,9.4596,8112.0,0.6405319327076849,0.808078747027908
FOXP4,-0.0387,9.94,9.9786,7528.0,0.6405319327076849,0.808078747027908
TTLL7,0.0723,9.037,8.9646,8112.0,0.6405319327076849,0.808078747027908
SPTLC3,0.1182,8.8228,8.7046,8112.0,0.6405319327076849,0.808078747027908
LRBA,-0.0161,14.0713,14.0874,7528.0,0.6405319327076849,0.808078747027908
ST3GAL3,-0.0596,9.5423,9.602,7528.0,0.6405319327076849,0.808078747027908
TFCP2L1,-0.0677,8.1298,8.1975,7529.0,0.6416784764594163,0.8092336341878791
MSMO1,0.0713,10.4544,10.3831,8111.0,0.6416784764594163,0.8092336341878791
HINT1,-0.0272,11.4749,11.5021,7530.0,0.6428258752224734,0.8095047225265842
STIM2,-0.053,10.172,10.2249,7530.0,0.6428258752224734,0.8095047225265842
CSF2RA,-0.0483,8.4238,8.472,7530.0,0.6428258752224734,0.8095047225265842
LINC00265,0.0495,9.2223,9.1728,8110.0,0.6428258752224734,0.8095047225265842
CTHRC1,-0.0942,11.3037,11.3979,7530.0,0.6428258752224734,0.8095047225265842
DSC2,-0.2202,11.9472,12.1674,7530.0,0.6428258752224734,0.8095047225265842
ZNF227,0.0436,9.4925,9.4489,8110.0,0.6428258752224734,0.8095047225265842
DMTN,-0.0566,8.377,8.4335,7530.0,0.6428258752224734,0.8095047225265842
LRRC42,0.0033,9.8472,9.8439,8109.0,0.6439741266879339,0.8095047225265842
SEMA4A,-0.0837,11.3721,11.4558,7531.0,0.6439741266879339,0.8095047225265842
CYTH4,-0.0995,8.5669,8.6663,7531.0,0.6439741266879339,0.8095047225265842
POTEF,-0.1891,6.9923,7.1814,7531.0,0.6439741266879339,0.8095047225265842
SLC43A2,-0.0777,9.3929,9.4706,7531.0,0.6439741266879339,0.8095047225265842
HERC6,0.0333,9.8945,9.8612,8109.0,0.6439741266879339,0.8095047225265842
ZNF17,0.0079,9.752,9.744,8109.0,0.6439741266879339,0.8095047225265842
TCHH,0.1809,6.9521,6.7712,8109.0,0.6439741266879339,0.8095047225265842
ARHGAP29,-0.0227,11.6713,11.694,7531.0,0.6439741266879339,0.8095047225265842
CTNND1,0.0123,10.3274,10.3151,7531.0,0.6439741266879339,0.8095047225265842
SERINC3,0.0313,12.0153,11.984,7532.0,0.6451232285407814,0.8105127322337805
MAP7,-0.0511,10.9502,11.0013,7532.0,0.6451232285407814,0.8105127322337805
PHF8,-0.0121,11.5732,11.5853,7532.0,0.6451232285407814,0.8105127322337805
FUT6,0.2361,6.903,6.6669,8107.0,0.6462728048302011,0.8115207223874515
KCNN4,-0.0297,8.3342,8.3639,8107.0,0.6462731784599196,0.8115207223874515
ITGB2,-0.1114,11.2522,11.3636,7533.0,0.6462731784599196,0.8115207223874515
RNF128,0.041,10.9892,10.9482,8106.0,0.6474239741181849,0.8125286900985033
SPINK1,0.2698,11.6113,11.3414,8106.0,0.6474239741181849,0.8125286900985033
TAS2R30,-0.0276,10.209,10.2366,7534.0,0.6474239741181849,0.8125286900985033
RRAGC,-0.0084,10.3147,10.3231,8105.0,0.6485756131823597,0.8130997169917766
SLC35E3,0.1893,9.0735,8.8842,8105.0,0.6485756131823597,0.8130997169917766
