collection,direction,term,overlap,term_size,query_size,p_value,genes,fdr
Hallmark,Upregulated in R,HALLMARK_E2F_TARGETS,50,134,200,2.9090391857952796e-44,"AURKA, BRCA1, BUB1B, CCNB2, CCNE1, CDCA8, CDK1, CIT, DEPDC1, DIAPH3, DONSON, E2F8, ESPL1, EZH2, HELLS, HMGB2, HMGB3, KIF22, KIF2C, KIF4A, KPNA2, MCM2, MCM4, MCM6, MCM7, MELK, MKI67, MYBL2, NCAPD2, NUP107, PCNA, PLK1, PLK4, POLA2, POLE, PRIM2, PSMC3IP, RACGAP1, RFC2, RFC3, RNASEH2A, RPA1, RPA3, SLBP, SPAG5, STMN1, TIMELESS, TMPO, TOP2A, UBE2T",2.1817793893464596e-42
Hallmark,Upregulated in R,HALLMARK_G2M_CHECKPOINT,43,118,200,2.0036470395820986e-37,"AURKA, BUB1, CCNA2, CCNB2, CCNF, CDC6, CDK1, CENPF, CHAF1A, DBF4, ESPL1, EXO1, EZH2, HMGB3, INCENP, KIF11, KIF15, KIF22, KIF23, KIF2C, KIF4A, KPNA2, MCM2, MCM6, MKI67, MYBL2, NDC80, NEK2, NUSAP1, PLK1, PLK4, POLA2, POLE, POLQ, PRC1, PRIM2, RACGAP1, RAD54L, STMN1, TMPO, TOP2A, TPX2, TTK",7.51367639843287e-36
Hallmark,Upregulated in R,HALLMARK_MITOTIC_SPINDLE,27,134,200,3.727094557148995e-16,"AURKA, BUB1, CCNB2, CDK1, CENPF, CENPJ, ECT2, EPB41, ESPL1, INCENP, KIF11, KIF15, KIF22, KIF23, KIF2C, KIF4A, KNTC1, NDC80, NEK2, NUSAP1, PLK1, PRC1, RACGAP1, SASS6, TOP2A, TPX2, TTK",9.317736392872488e-15
Hallmark,Upregulated in R,HALLMARK_SPERMATOGENESIS,13,42,200,7.023668765852208e-11,"AURKA, BUB1, CCNB2, CDK1, DBF4, EZH2, KIF2C, NCAPH, NEK2, PARP2, RFC4, TOPBP1, TTK",1.3169378935972889e-09
Hallmark,Upregulated in R,HALLMARK_MYC_TARGETS_V1,16,124,200,3.8674459136035896e-07,"CBX3, CCNA2, CDK2, CSTF2, HDGF, ILF2, KPNA2, MCM2, MCM4, MCM6, MCM7, NDUFAB1, PCNA, PSMC4, RFC4, TYMS",4.844119877476283e-06
Hallmark,Upregulated in R,HALLMARK_DNA_REPAIR,13,81,200,3.8752959019810266e-07,"ARL6IP1, FEN1, PCNA, POLA2, PRIM1, RAD51, RFC2, RFC3, RFC4, RFC5, RPA3, TYMS, ZWINT",4.844119877476283e-06
Hallmark,Downregulated in R,HALLMARK_TGF_BETA_SIGNALING,7,40,200,0.00011678300588605294,"ACVR1, HIPK2, LTBP2, SKI, SPTBN1, TGFB1, WWTR1",0.0012512464916362815
Hallmark,Downregulated in R,HALLMARK_COAGULATION,9,83,200,0.0005574648951062785,"CFH, CSRP1, DUSP6, ITGB3, KLF7, LRP1, MMP10, RAPGEF3, THBD",0.005226233391621361
Hallmark,Downregulated in R,HALLMARK_TNFA_SIGNALING_VIA_NFKB,12,144,200,0.0008050513526110319,"ETS2, F2RL1, GADD45A, IRS2, JAG1, LDLR, LIF, PDLIM5, PFKFB3, PHLDA1, PTPRE, TLR2",0.0067087612717586
Hallmark,Downregulated in R,HALLMARK_P53_PATHWAY,10,135,200,0.005115175106500132,"DDIT4, GADD45A, JAG2, KIF13B, LIF, PLK3, PTPRE, SESN1, TGFB1, TM4SF1",0.03836381329875099
Hallmark,Downregulated in R,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,11,172,200,0.010030999142600418,"CD59, FOXC2, GADD45A, IGFBP4, ITGB3, LOXL1, LRP1, NT5E, PTHLH, SLIT3, TGFB1",0.06641936254035985
Hallmark,Downregulated in R,HALLMARK_UV_RESPONSE_DN,8,106,200,0.010627098006457577,"ATXN1, DLC1, ITGB3, KIT, LDLR, PDLIM5, SYNE1, TGFBR2",0.06641936254035985
Hallmark,Downregulated in R,HALLMARK_KRAS_SIGNALING_UP,9,137,200,0.016268930766132114,"ANKH, CFH, DNMBP, DUSP6, F2RL1, LIF, MALL, MMP10, TRIB2",0.09062432168048233
Hallmark,Upregulated in R,HALLMARK_MYC_TARGETS_V2,4,35,200,0.01691654004702337,"CBX3, MCM4, PLK1, PLK4",0.09062432168048233
Hallmark,Downregulated in R,HALLMARK_IL6_JAK_STAT3_SIGNALING,5,55,200,0.01979384258344809,"IFNGR1, ITGB3, TGFB1, TLR2, TNFRSF1A",0.0981326530021537
Hallmark,Upregulated in R,HALLMARK_MTORC1_SIGNALING,9,143,200,0.02093496597379279,"AURKA, BUB1, CACYBP, CCNF, MCM2, MCM4, PLK1, PSMC4, RPA1",0.0981326530021537
Hallmark,Upregulated in R,HALLMARK_UV_RESPONSE_UP,7,99,200,0.022738081293135575,"CCNE1, CDK2, DNAJA1, FEN1, GGH, PARP2, RFC4",0.1003150645285393
Hallmark,Downregulated in R,HALLMARK_XENOBIOTIC_METABOLISM,8,127,200,0.02855976616674411,"CES1, DHRS1, ETS2, IGFBP4, LCAT, PDLIM5, TNFRSF1A, TPST1",0.11612089802180584
Hallmark,Downregulated in R,HALLMARK_WNT_BETA_CATENIN_SIGNALING,3,24,200,0.02986957027574723,"JAG1, JAG2, NOTCH4",0.11612089802180584
Hallmark,Downregulated in R,HALLMARK_IL2_STAT5_SIGNALING,8,129,200,0.03096557280581489,"HIPK2, IFNGR1, IL1RL1, ITGA6, LIF, NT5E, PHLDA1, PLEC",0.11612089802180584
Hallmark,Downregulated in R,HALLMARK_ANGIOGENESIS,3,26,200,0.036815154440282626,"JAG1, JAG2, THBD",0.1314826944295808
Hallmark,Downregulated in R,HALLMARK_HYPOXIA,8,138,200,0.04351308374537783,"ALDOB, CHST3, DDIT4, EXT1, IRS2, KLF7, NDST1, PFKFB3",0.14834005822287896
Hallmark,Downregulated in R,HALLMARK_COMPLEMENT,7,132,200,0.08316594554236403,"CD59, CFH, CSRP1, DUSP6, LRP1, MMP13, NOTCH4",0.2711933006816219
Hallmark,Downregulated in R,HALLMARK_NOTCH_SIGNALING,2,19,200,0.1010423431781875,"JAG1, NOTCH3",0.3157573224318359
Hallmark,Downregulated in R,HALLMARK_HEDGEHOG_SIGNALING,2,21,200,0.11964309364909205,"CELSR1, ETS2",0.35892928094727616
Hallmark,Upregulated in R,HALLMARK_WNT_BETA_CATENIN_SIGNALING,2,24,200,0.14892703865410037,"NCSTN, SKP2",0.429597226886828
Hallmark,Downregulated in R,HALLMARK_GLYCOLYSIS,6,129,200,0.16312719435772136,"ALDOB, DDIT4, EXT1, IRS2, NT5E, TPST1",0.43694784202961073
Hallmark,Upregulated in R,HALLMARK_GLYCOLYSIS,6,129,200,0.16312719435772136,"AURKA, CDK1, DEPDC1, PSMC4, SDHC, STMN1",0.43694784202961073
Hallmark,Upregulated in R,HALLMARK_ESTROGEN_RESPONSE_LATE,6,135,200,0.1884566416014403,"ANXA9, CDC6, PLK4, RNASEH2A, TOP2A, XRCC3",0.48738786621062147
Hallmark,Upregulated in R,HALLMARK_APOPTOSIS,5,113,200,0.22102291916781874,"BRCA1, CDK2, DNAJA1, HMGB2, TOP2A",0.5371004384488686
Hallmark,Downregulated in R,HALLMARK_CHOLESTEROL_HOMEOSTASIS,3,57,200,0.2220015145588657,"ANTXR2, JAG1, LDLR",0.5371004384488686
Hallmark,Downregulated in R,HALLMARK_MYOGENESIS,5,116,200,0.236799213549734,"ADCY9, IGFBP7, PDLIM7, TGFB1, WWTR1",0.5459300097051224
Hallmark,Downregulated in R,HALLMARK_INFLAMMATORY_RESPONSE,5,117,200,0.24212755086459525,"ITGB3, LDLR, LIF, PTPRE, TLR2",0.5459300097051224
Hallmark,Downregulated in R,HALLMARK_APICAL_JUNCTION,5,118,200,0.24748827106632212,"CNN2, MSN, PKD1, SHC1, ZYX",0.5459300097051224
Hallmark,Downregulated in R,HALLMARK_BILE_ACID_METABOLISM,3,65,200,0.28370403492037244,"ABCA6, ABCA9, ATXN1",0.6079372176865123
Hallmark,Downregulated in R,HALLMARK_ADIPOGENESIS,5,129,200,0.3081823700225589,"GADD45A, IFNGR1, PFKFB3, PHLDB1, RAB34",0.6420466042136643
Hallmark,Upregulated in R,HALLMARK_HEME_METABOLISM,4,102,200,0.33279607680512185,"EIF2AK1, EPB41, HDGF, PPOX",0.6745866421725443
Hallmark,Downregulated in R,HALLMARK_ANDROGEN_RESPONSE,3,74,200,0.3545302284289227,"ANKH, MAF, PDLIM5",0.6997307140044526
Hallmark,Upregulated in R,HALLMARK_NOTCH_SIGNALING,1,19,200,0.4237668680646199,PSENEN,0.7874339156161377
Hallmark,Upregulated in R,HALLMARK_PI3K_AKT_MTOR_SIGNALING,2,51,200,0.4302984119030998,"CDK1, CDK2",0.7874339156161377
Hallmark,Downregulated in R,HALLMARK_ALLOGRAFT_REJECTION,4,117,200,0.4304638738701553,"IFNGR1, LIF, TGFB1, TLR2",0.7874339156161377
Hallmark,Upregulated in R,HALLMARK_IL6_JAK_STAT3_SIGNALING,2,55,200,0.46897905234135834,"CXCL10, CXCL9",0.8374625934667113
Hallmark,Downregulated in R,HALLMARK_APICAL_SURFACE,1,25,200,0.515983281182618,SULF2,0.8648314872797042
Hallmark,Upregulated in R,HALLMARK_APICAL_SURFACE,1,25,200,0.515983281182618,BRCA1,0.8648314872797042
Hallmark,Downregulated in R,HALLMARK_MITOTIC_SPINDLE,4,134,200,0.5360419268856634,"PDLIM5, PLEKHG2, SPTBN1, SYNPO",0.8648314872797042
Hallmark,Downregulated in R,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,2,63,200,0.5414338506347692,"DDIT4, SHC1",0.8648314872797042
Hallmark,Downregulated in R,HALLMARK_ESTROGEN_RESPONSE_EARLY,4,135,200,0.541961065361948,"ADCY9, CELSR1, DLC1, IGFBP4",0.8648314872797042
Hallmark,Downregulated in R,HALLMARK_HEME_METABOLISM,3,102,200,0.5616159557028243,"ALDH1L1, LRP10, TNS1",0.877524930785663
Hallmark,Upregulated in R,HALLMARK_OXIDATIVE_PHOSPHORYLATION,3,107,200,0.594331328505722,"NDUFAB1, NDUFS2, SDHC",0.9096908089373297
Hallmark,Upregulated in R,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1,33,200,0.6164926426772119,NDUFS2,0.9247389640158179
Hallmark,Downregulated in R,HALLMARK_APOPTOSIS,3,113,200,0.6314573830701533,"ANKH, GADD45A, IFNGR1",0.9286137986325783
Hallmark,Upregulated in R,HALLMARK_IL2_STAT5_SIGNALING,3,129,200,0.718675293435561,"CCNE1, CDC6, CXCL10",0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_PROTEIN_SECRETION,1,51,200,0.7730670191459701,RAB5A,0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_PI3K_AKT_MTOR_SIGNALING,1,51,200,0.7730670191459701,TNFRSF1A,0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_KRAS_SIGNALING_DN,1,60,200,0.8255242881721494,SYNPO,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1,63,200,0.8401740130876882,ATF6,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_INFLAMMATORY_RESPONSE,2,117,200,0.8526511461903761,"CXCL10, CXCL9",0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_ALLOGRAFT_REJECTION,2,117,200,0.8526511461903761,"BRCA1, CXCL9",0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_PEROXISOME,1,68,200,0.8619199461238618,ATXN1,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_PEROXISOME,1,68,200,0.8619199461238618,TOP2A,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,71,200,0.8735267230189052,CXCL10,0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_INTERFERON_ALPHA_RESPONSE,1,71,200,0.8735267230189052,LPAR6,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_ADIPOGENESIS,2,129,200,0.8881683639053666,"NDUFAB1, SDHC",0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_MTORC1_SIGNALING,2,143,200,0.9195505824837362,"DDIT4, LDLR",0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_INTERFERON_GAMMA_RESPONSE,2,155,200,0.9396828839198851,"CXCL10, CXCL9",0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_FATTY_ACID_METABOLISM,1,108,200,0.9573105857245265,SDHC,0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_FATTY_ACID_METABOLISM,1,108,200,0.9573105857245265,PTPRG,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2,172,200,0.9602053097211959,"COPA, MCM7",0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_G2M_CHECKPOINT,1,118,200,0.9682020916698953,TGFB1,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_P53_PATHWAY,1,135,200,0.9807469995387358,PCNA,0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_ESTROGEN_RESPONSE_LATE,1,135,200,0.9807469995387358,IGFBP4,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_ESTROGEN_RESPONSE_EARLY,1,135,200,0.9807469995387358,ANXA9,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_KRAS_SIGNALING_UP,1,137,200,0.9818520684041434,CXCL10,0.9893476983501106
Hallmark,Upregulated in R,HALLMARK_TNFA_SIGNALING_VIA_NFKB,1,144,200,0.9852457266123474,CXCL10,0.9893476983501106
Hallmark,Downregulated in R,HALLMARK_INTERFERON_GAMMA_RESPONSE,1,155,200,0.9893476983501106,CFH,0.9893476983501106
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION,16,21,200,1.931249157904019e-21,"MCM10, MCM2, MCM4, MCM6, MCM7, PCNA, POLA2, POLE, PRIM1, PRIM2, RFC2, RFC3, RFC4, RFC5, RPA1, RPA3",8.883746126358488e-20
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION,12,22,200,1.0676051603469265e-13,"BRCA1, PCNA, POLE, RAD51, RAD54L, RFC2, RFC3, RFC4, RFC5, RPA1, RPA3, XRCC3",2.455491868797931e-12
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_LICENSING,11,18,200,2.0966632860553297e-13,"CCNA2, CCNE1, CCNE2, CDC6, CDK2, DBF4, MCM2, MCM4, MCM6, MCM7, TICRR",3.214883705284839e-12
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,9,17,200,2.1086538315758928e-10,"EXO1, PCNA, POLE, RFC2, RFC3, RFC4, RFC5, RPA1, RPA3",2.4249519063122766e-09
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION,8,15,200,2.087502392825813e-09,"CDC6, MCM2, MCM4, MCM6, MCM7, POLE, TICRR, TOPBP1",1.920502201399748e-08
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING,5,15,200,4.2978621138419244e-05,"KIF4A, NCAPD2, NCAPG, NCAPH, TOP2A",0.0003295027620612142
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,20,200,0.018281801358084392,"PSMB4, PSMC4, PSMD4",0.09609022414235416
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,21,200,0.02088917916138134,"PSMB4, PSMC4, PSMD4",0.09609022414235416
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,21,200,0.02088917916138134,"PSMB4, PSMC4, PSMD4",0.09609022414235416
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,21,200,0.02088917916138134,"PSMB4, PSMC4, PSMD4",0.09609022414235416
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,24,200,0.02986957027574723,"PSMB4, PSMC4, PSMD4",0.11450001939036437
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,24,200,0.02986957027574723,"PSMB4, PSMC4, PSMD4",0.11450001939036437
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,25,200,0.033247329086309466,"PSMB4, PSMC4, PSMD4",0.11764439522847965
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,3,26,200,0.036815154440282626,"PSMB4, PSMC4, PSMD4",0.12096407887521433
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,2,20,200,0.11023795893597672,"NDUFAB1, NDUFS2",0.3057545726587908
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,2,20,200,0.11023795893597672,"NDUFAB1, NDUFS2",0.3057545726587908
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,2,21,200,0.11964309364909205,"NDUFAB1, NDUFS2",0.3057545726587908
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,2,21,200,0.11964309364909205,"NDUFAB1, NDUFS2",0.3057545726587908
KEGG,Upregulated in R,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,2,23,200,0.1390055829559043,"NDUFAB1, NDUFS2",0.33653983241955776
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,2,30,200,0.21081884327678643,"NDUFS2, SDHC",0.4848833395366088
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION,1,15,200,0.3527777086230739,TPX2,0.5473607005809322
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_GENE_SILENCING_BY_METHYLATION_OF_H3K27_AND_UBIQUITINATION_OF_H2AK119,1,15,200,0.3527777086230739,EZH2,0.5473607005809322
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION,1,15,200,0.3527777086230739,AURKA,0.5473607005809322
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY,1,15,200,0.3527777086230739,CREB3L4,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_TSH_TG_SIGNALING_PATHWAY,1,15,200,0.3527777086230739,ADCY9,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,1,15,200,0.3527777086230739,ALDOB,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY,1,16,200,0.3713015292119956,ADCY9,0.5473607005809322
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY,1,16,200,0.3713015292119956,ACTL6A,0.5473607005809322
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,1,16,200,0.3713015292119956,CREB3L4,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY,1,16,200,0.3713015292119956,NFATC4,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_CXCR4_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY,1,18,200,0.4067813667548076,NFATC4,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,1,18,200,0.4067813667548076,DYNC2H1,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,1,18,200,0.4067813667548076,HMGA2,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY,1,19,200,0.4237668680646199,ITGB3,0.5473607005809322
KEGG,Upregulated in R,KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY,1,19,200,0.4237668680646199,CREB3L4,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_REGULATION_OF_GF_RTK_RAS_ERK_SIGNALING_UBIQUITINATION_OF_RTK_BY_CBL,1,20,200,0.44026838959770637,KIT,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY,1,20,200,0.44026838959770637,ITGB3,0.5473607005809322
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY,1,21,200,0.45629965439513703,ITGB3,0.5523627395309554
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY,1,22,200,0.4718739982967371,ITGB3,0.5565693313243566
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_CYTOKINE_JAK_STAT_SIGNALING_PATHWAY,1,24,200,0.50170339568867,IFNGR1,0.5769589050419704
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY,1,25,200,0.515983281182618,ITGB3,0.5789080715707422
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY,1,26,200,0.5298559300452548,MST1R,0.5803183995733743
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,1,27,200,0.5433328992284207,ITGB3,0.5812398456862174
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_GF_RTK_PI3K_SIGNALING_PATHWAY,1,39,200,0.6779810588436026,KIT,0.6930473045956826
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_ERK_SIGNALING_PATHWAY,1,39,200,0.6779810588436026,KIT,0.6930473045956826
KEGG,Downregulated in R,KEGG_MEDICUS_REFERENCE_GF_RTK_RAS_PI3K_SIGNALING_PATHWAY,1,43,200,0.7134174807861633,KIT,0.7134174807861633
Reactome,Upregulated in R,REACTOME_CELL_CYCLE,79,324,200,2.448445089677577e-55,"AURKA, BLM, BORA, BRCA1, BRCC3, BRIP1, BUB1, BUB1B, CCNA2, CCNB2, CCNE1, CCNE2, CDC6, CDCA8, CDK1, CDK2, CENPF, CENPI, CENPJ, CEP152, DBF4, DNA2, DSN1, ENSA, ESCO2, ESPL1, EXO1, FEN1, FOXM1, GTSE1, HJURP, INCENP, KIF18A, KIF23, KIF2C, KNTC1, LIN9, MCM10, MCM2, MCM4, MCM6, MCM7, MYBL2, NCAPD2, NCAPG, NCAPH, NDC80, NEK2, NUF2, NUP107, NUP210, PCNA, PLK1, PLK4, POLA2, POLE, PRIM1, PRIM2, PSMB4, PSMC3IP, PSMC4, PSMD4, RAD51, RFC2, RFC3, RFC4, RFC5, RMI1, RPA1, RPA3, SKP2, TMPO, TOP2A, TOPBP1, TPX2, TYMS, VRK1, ZWILCH, ZWINT",1.7702257998368882e-52
Reactome,Upregulated in R,REACTOME_CELL_CYCLE_MITOTIC,69,270,200,3.2828824489936965e-49,"AURKA, BORA, BUB1, BUB1B, CCNA2, CCNB2, CCNE1, CCNE2, CDC6, CDCA8, CDK1, CDK2, CENPF, CENPI, CENPJ, CEP152, DBF4, DNA2, DSN1, ENSA, ESCO2, ESPL1, FEN1, FOXM1, GTSE1, INCENP, KIF18A, KIF23, KIF2C, KNTC1, LIN9, MCM10, MCM2, MCM4, MCM6, MCM7, MYBL2, NCAPD2, NCAPG, NCAPH, NDC80, NEK2, NUF2, NUP107, NUP210, PCNA, PLK1, PLK4, POLA2, POLE, PRIM1, PRIM2, PSMB4, PSMC4, PSMD4, RFC2, RFC3, RFC4, RFC5, RPA1, RPA3, SKP2, TMPO, TOP2A, TPX2, TYMS, VRK1, ZWILCH, ZWINT",1.1867620053112212e-46
Reactome,Upregulated in R,REACTOME_CELL_CYCLE_CHECKPOINTS,47,141,200,7.383413372628819e-39,"BLM, BRCA1, BRCC3, BRIP1, BUB1, BUB1B, CCNA2, CCNB2, CCNE1, CCNE2, CDC6, CDCA8, CDK1, CDK2, CENPF, CENPI, DBF4, DNA2, DSN1, EXO1, GTSE1, INCENP, KIF18A, KIF2C, KNTC1, MCM10, MCM2, MCM4, MCM6, MCM7, NDC80, NUF2, NUP107, PLK1, PSMB4, PSMC4, PSMD4, RFC2, RFC3, RFC4, RFC5, RMI1, RPA1, RPA3, TOPBP1, ZWILCH, ZWINT",1.7794026228035454e-36
Reactome,Upregulated in R,REACTOME_DNA_REPLICATION,28,73,200,3.462458852260236e-25,"CCNA2, CCNE1, CCNE2, CDC6, CDK2, DBF4, DNA2, FEN1, MCM10, MCM2, MCM4, MCM6, MCM7, PCNA, POLA2, POLE, PRIM1, PRIM2, PSMB4, PSMC4, PSMD4, RFC2, RFC3, RFC4, RFC5, RPA1, RPA3, SKP2",6.258394375460376e-23
Reactome,Upregulated in R,REACTOME_HOMOLOGY_DIRECTED_REPAIR,24,52,200,4.593449590837094e-24,"BLM, BRCA1, BRCC3, BRIP1, CCNA2, CDK2, DNA2, EXO1, FEN1, PARP2, PCNA, POLE, POLQ, RAD51, RFC2, RFC3, RFC4, RFC5, RMI1, RPA1, RPA3, TIMELESS, TOPBP1, XRCC3",6.642128108350438e-22
Reactome,Upregulated in R,REACTOME_G2_M_CHECKPOINTS,28,84,200,3.308581566927647e-23,"BLM, BRCA1, BRCC3, BRIP1, CCNB2, CDC6, CDK1, CDK2, DBF4, DNA2, EXO1, GTSE1, MCM10, MCM2, MCM4, MCM6, MCM7, PSMB4, PSMC4, PSMD4, RFC2, RFC3, RFC4, RFC5, RMI1, RPA1, RPA3, TOPBP1",3.9868407881478146e-21
Reactome,Upregulated in R,REACTOME_DNA_REPAIR,32,120,200,5.0662835792615636e-23,"ACTL6A, BLM, BRCA1, BRCC3, BRIP1, CCNA2, CDK2, DNA2, DTL, EXO1, FANCA, FANCB, FANCD2, FANCI, FEN1, KPNA2, PARP2, PCNA, POLE, POLQ, RAD51, RFC2, RFC3, RFC4, RFC5, RMI1, RPA1, RPA3, TIMELESS, TOPBP1, UBE2T, XRCC3",4.682268433452872e-21
