gene,log2FC,p_value,ranking_metric
BZW1,-0.0443,0.23999589988597103,-0.619796177755512
AXIN2,-0.1662,0.23999589988597103,-0.619796177755512
PTPN12,-0.0982,0.23999589988597103,-0.619796177755512
HLA-DQB1,-0.3849,0.23935561909399006,-0.6209563725987098
SOX9,-0.363,0.23935561909399006,-0.6209563725987098
TNFAIP3,-0.2316,0.23871654396595832,-0.6221174816880656
ROBO1,-0.2001,0.23871654396595832,-0.6221174816880656
PLA2G6,-0.0891,0.23871654396595832,-0.6221174816880656
ZNF676,-0.2876,0.23807867386842085,-0.6232795052086068
COMP,-0.401,0.23807867386842085,-0.6232795052086068
PCDHGB4,-0.2166,0.23744200816293914,-0.6244424433451573
MINK1,-0.0829,0.23744200816293914,-0.6244424433451573
ITGA7,-0.215,0.23680654620610397,-0.625606296282341
MCAM,-0.1658,0.23617228734955154,-0.6267710642045783
CTSF,-0.1762,0.23617228734955154,-0.6267710642045783
FLCN,-0.0619,0.2349073763191456,-0.6291033457408924
NSA2,-0.1077,0.23427672282391554,-0.630270859722805
GLIS2,-0.1805,0.23364726978624328,-0.631439289425444
PELI1,-0.1241,0.233019016533203,-0.6326086350322251
FERMT1,-0.2159,0.233019016533203,-0.6326086350322251
ABCA10,-0.1796,0.23239196238699966,-0.6337788967263641
TET2,-0.0928,0.23239196238699966,-0.6337788967263641
PLAT,-0.3452,0.23114144867966557,-0.6361221691085781
DENND5A,-0.1053,0.23114144867966557,-0.6361221691085781
ATP13A3,-0.0627,0.23114144867966557,-0.6361221691085781
SERPINB3,-0.7559,0.23113272288983722,-0.6361385644107872
DSG1,-0.5546,0.22988700755414804,-0.6384855729107379
SBF1,-0.0683,0.22927465419670967,-0.6396439529059776
CDK2AP1,-0.0486,0.22927465419670967,-0.6396439529059776
RBM19,-0.082,0.22865478018699825,-0.6408197149605989
CARD8,-0.1221,0.22803610040444722,-0.6419963943794951
STX7,-0.0948,0.22803610040444722,-0.6419963943794951
FZD6,-0.0992,0.22803610040444722,-0.6419963943794951
MGAT2,-0.0755,0.22803610040444722,-0.6419963943794951
TRIB1,-0.1831,0.22803610040444722,-0.6419963943794951
MAML3,-0.1624,0.22741861413283337,-0.6431739913442865
ABL2,-0.0958,0.22680232065119643,-0.6443525060363936
RHOBTB1,-0.0545,0.22680232065119643,-0.6443525060363936
LAD1,-0.1378,0.22618721923385132,-0.6455319386370418
USP45,-0.0003,0.22618721923385132,-0.6455319386370418
TXNDC15,-0.0736,0.22557330915040652,-0.6467122893272552
TRIO,-0.0918,0.22557330915040652,-0.6467122893272552
BTG2,-0.3014,0.2249605896657757,-0.647893558287862
PPIP5K1,-0.0998,0.2243490600401944,-0.6490757456994916
MGAT1,-0.1495,0.22373871952923363,-0.6502588517425766
KMT2E,-0.0765,0.22373871952923363,-0.6502588517425766
GPRIN3,-0.2617,0.22373871952923363,-0.6502588517425766
VPS51,-0.0891,0.22373871952923363,-0.6502588517425766
LDB1,-0.0914,0.22373871952923363,-0.6502588517425766
GPC6,-0.2329,0.22312956738381506,-0.6514428765973527
PCNXL2,-0.1202,0.22312956738381506,-0.6514428765973527
STYX,-0.1169,0.22312956738381506,-0.6514428765973527
SMPD1,-0.0858,0.22312956738381506,-0.6514428765973527
MEST,-0.2433,0.22312956738381506,-0.6514428765973527
EMC10,-0.1176,0.22312956738381506,-0.6514428765973527
LGR4,-0.2245,0.22312956738381506,-0.6514428765973527
NEFH,-0.2523,0.22252160285022626,-0.6526278204438579
ULK4,-0.0218,0.22252160285022626,-0.6526278204438579
USO1,-0.0663,0.22191482517013494,-0.6538136834619337
ERICH1,-0.075,0.22191482517013494,-0.6538136834619337
UGT1A4,-0.4283,0.22070482731410646,-0.6561881677311798
CLN5,-0.1079,0.22070482731410646,-0.6561881677311798
MAPK6,-0.084,0.22070482731410646,-0.6561881677311798
OAT,-0.1975,0.22070482731410646,-0.6561881677311798
RAB24,-0.1344,0.21949956765724232,-0.6585663308398957
GPR125,-0.0895,0.2188987127090063,-0.6597567924065728
SLC27A3,-0.0896,0.2188987127090063,-0.6597567924065728
PGM5,-0.3089,0.2188987127090063,-0.6597567924065728
MBIP,-0.138,0.2188987127090063,-0.6597567924065728
ADAMTS12,-0.2341,0.21829903996809352,-0.6609481742197487
SSBP2,-0.1778,0.21829903996809352,-0.6609481742197487
ACADVL,-0.0952,0.21829903996809352,-0.6609481742197487
ACKR1,-0.388,0.21770054864425126,-0.6621404764578923
WDFY4,-0.2842,0.21770054864425126,-0.6621404764578923
OSBPL3,-0.1753,0.21770054864425126,-0.6621404764578923
SLFN5,-0.1602,0.21710323794272546,-0.663333699299279
DPYSL3,-0.2639,0.21710323794272546,-0.663333699299279
PPFIA4,-0.2331,0.21650710706427723,-0.6645278429219882
DKK1,-0.3517,0.21650710706427723,-0.6645278429219882
STAT4,-0.2506,0.21650710706427723,-0.6645278429219882
FAM179B,-0.0879,0.21650710706427723,-0.6645278429219882
PITPNM1,-0.0888,0.21591215520519713,-0.6657229075039047
CACNB2,-0.2441,0.21591215520519713,-0.6657229075039047
GSTO1,-0.0949,0.2153183815573202,-0.6669188932227195
GJB3,-0.3192,0.2147257853080412,-0.6681158002559283
RPL14,-0.0596,0.2147257853080412,-0.6681158002559283
FRK,-0.1694,0.2147257853080412,-0.6681158002559283
SRSF5,-0.0158,0.2147257853080412,-0.6681158002559283
COL22A1,-0.2383,0.21413436564032995,-0.669313628780833
SPATA6,-0.0668,0.21354412173274506,-0.6705123789745427
NCF2,-0.1618,0.2129550527594508,-0.6717120510139717
ECI2,-0.103,0.2129550527594508,-0.6717120510139717
ITSN1,-0.092,0.21236715789023097,-0.6729126450758413
CRISPLD2,-0.209,0.21236715789023097,-0.6729126450758413
SYTL1,-0.3149,0.21178043629050458,-0.6741141613366791
CNIH1,-0.0974,0.21178043629050458,-0.6741141613366791
ZNF426,-0.077,0.21119488712134082,-0.6753165999728201
TNNT3,-0.5857,0.21061050953947413,-0.676519961160406
RPL18,-0.1034,0.21061050953947413,-0.676519961160406
CYP24A1,-0.5243,0.21061050953947413,-0.676519961160406
ACSS3,-0.2047,0.21002730269731917,-0.6777242450753868
MYO1F,-0.2097,0.2094452657429865,-0.6789294518935189
PKP1,-0.5577,0.2094452657429865,-0.6789294518935189
EMP3,-0.1878,0.2094452657429865,-0.6789294518935189
APLP2,-0.1051,0.2088643978202971,-0.6801355817903679
PLEKHH1,-0.1801,0.2088643978202971,-0.6801355817903679
FGFR1,-0.1366,0.2088643978202971,-0.6801355817903679
ABCG1,-0.1488,0.2088643978202971,-0.6801355817903679
PRKCD,-0.1383,0.20828469806879868,-0.6813426349413054
OBFC1,-0.1288,0.2077061656237792,-0.6825506115215135
AMIGO2,-0.2514,0.2077061656237792,-0.6825506115215135
SLCO2B1,-0.1968,0.20712879961628372,-0.6837595117059809
OLFM4,-0.6542,0.20712591604696695,-0.6837655578326519
SERPINA1,-0.5611,0.20655259917312885,-0.6849693356695054
S100A13,-0.0998,0.20655259917312885,-0.6849693356695054
NACA,-0.0696,0.20655259917312885,-0.6849693356695054
CRTAC1,-0.5865,0.20597756341691742,-0.6861800835866948
RPS17,-0.0987,0.2054036914660553,-0.6873917556319643
SMAD6,-0.2596,0.2054036914660553,-0.6873917556319643
CYR61,-0.3187,0.20483098243476572,-0.6886043519795384
IGFN1,-0.5198,0.20483098243476572,-0.6886043519795384
RALB,-0.1299,0.20425943543310376,-0.6898178728034525
ANXA1,-0.1928,0.2036890495669732,-0.6910323182775508
ABCC5,-0.1557,0.2036890495669732,-0.6910323182775508
MPRIP,-0.0821,0.2036890495669732,-0.6910323182775508
THBS3,-0.0886,0.203119823938141,-0.6922476885754871
FAM13B,-0.0707,0.203119823938141,-0.6922476885754871
STIM1,-0.0817,0.203119823938141,-0.6922476885754871
PGM1,-0.1847,0.203119823938141,-0.6922476885754871
HTRA1,-0.2171,0.203119823938141,-0.6922476885754871
OLFML2B,-0.1979,0.203119823938141,-0.6922476885754871
ZMIZ1,-0.1629,0.20255175764425282,-0.6934639838707252
RASAL2,-0.0677,0.20255175764425282,-0.6934639838707252
CYBA,-0.1719,0.201984849778848,-0.6946812043365397
RDH13,-0.1573,0.201984849778848,-0.6946812043365397
SNX7,-0.0982,0.201984849778848,-0.6946812043365397
HERPUD1,-0.0819,0.201984849778848,-0.6946812043365397
DOCK4,-0.1443,0.201984849778848,-0.6946812043365397
MCU,-0.0923,0.201984849778848,-0.6946812043365397
OGT,-0.073,0.20141909943137537,-0.6958993501460154
LXN,-0.1906,0.20141909943137537,-0.6958993501460154
FNDC1,-0.4024,0.2008545056872083,-0.6971184214720479
SHANK2,-0.2717,0.2008545056872083,-0.6971184214720479
ADCY5,-0.2213,0.2008545056872083,-0.6971184214720479
PDZRN3,-0.2095,0.2008545056872083,-0.6971184214720479
MGAT4B,-0.0986,0.20029106762766047,-0.698338418487343
SYNJ2,-0.0842,0.1997287843300002,-0.6995593413644191
MAN2A1,-0.073,0.1997287843300002,-0.6995593413644191
IGF2,-0.3954,0.19972776485028376,-0.6995615581482779
RAD51B,-0.0374,0.19916765486746735,-0.700781190275604
ARID4A,-0.1085,0.19916765486746735,-0.700781190275604
STK39,-0.0785,0.1986076783092876,-0.7020039653930382
PNISR,-0.09,0.1986076783092876,-0.7020039653930382
GAS7,-0.1779,0.1986076783092876,-0.7020039653930382
RIPK4,-0.126,0.1980488537206878,-0.7032276668886742
SQSTM1,-0.1217,0.1980488537206878,-0.7032276668886742
MOCS2,-0.1245,0.19749118016291267,-0.7044522949342747
MMP28,-0.4715,0.19749118016291267,-0.7044522949342747
RPL19,-0.0991,0.19693465669323817,-0.7056778497014167
NABP1,-0.1618,0.19693465669323817,-0.7056778497014167
CD97,-0.1952,0.19637928236498892,-0.7069043313614878
PDGFD,-0.2003,0.19637928236498892,-0.7069043313614878
AUTS2,-0.2246,0.19637928236498892,-0.7069043313614878
INTS10,-0.0933,0.19637928236498892,-0.7069043313614878
MAK16,-0.1005,0.19637928236498892,-0.7069043313614878
LUC7L,-0.067,0.19527197732639467,-0.7093600760450336
SELP,-0.3958,0.19472004470307613,-0.7105893394103483
BCL11A,-0.2849,0.19472004470307613,-0.7105893394103483
FAM20A,-0.246,0.19472004470307613,-0.7105893394103483
EML2,-0.1463,0.1941692573952668,-0.7118195303522722
CRACR2A,-0.2221,0.1941692573952668,-0.7118195303522722
ZNF577,-0.2069,0.1941692573952668,-0.7118195303522722
FOXN2,-0.1304,0.1941692573952668,-0.7118195303522722
PDE8B,-0.2302,0.19307111485749606,-0.7142826956475727
NOD2,-0.2418,0.19307111485749606,-0.7142826956475727
SMAD9,-0.1888,0.19307111485749606,-0.7142826956475727
LOXL2,-0.2295,0.19252375768356145,-0.7155156703412964
ANXA6,-0.1792,0.19197754193722094,-0.7167495732923228
PPIC,-0.1789,0.1914324666369246,-0.7179844046703602
CD163L1,-0.1523,0.1914324666369246,-0.7179844046703602
AFF1,-0.0911,0.19088853079732515,-0.7192201646449303
LIPC,-0.3175,0.19088853079732515,-0.7192201646449303
PCDHB10,-0.2098,0.19034573342929262,-0.7204568533853717
ITGA11,-0.2265,0.19034573342929262,-0.7204568533853717
LRRC37A2,-0.1129,0.19034573342929262,-0.7204568533853717
CCM2,-0.0969,0.19034573342929262,-0.7204568533853717
KLHL2,-0.1135,0.19034573342929262,-0.7204568533853717
MICALL1,-0.132,0.18926355013259488,-0.7229330178402875
ZNF438,-0.1017,0.18926355013259488,-0.7229330178402875
PLXNB1,-0.144,0.18926355013259488,-0.7229330178402875
SPARC,-0.2394,0.18872416220690047,-0.7241724938925108
WDR41,-0.1252,0.18872416220690047,-0.7241724938925108
ANKRD36C,-0.1834,0.18872416220690047,-0.7241724938925108
AMER1,-0.1074,0.18872416220690047,-0.7241724938925108
MKNK2,-0.1588,0.18818590875874608,-0.7254128993861023
SNX25,-0.0642,0.18818590875874608,-0.7254128993861023
MARCO,-0.3186,0.1881798998019415,-0.7254267670474206
CASP8,-0.1249,0.1876487887803252,-0.7266542344894749
CDK10,-0.09,0.1876487887803252,-0.7266542344894749
SHROOM1,-0.2052,0.18711280126014274,-0.7278964993708569
NF2,-0.118,0.18657794518302984,-0.7291396941982935
AGRN,-0.1294,0.18657794518302984,-0.7291396941982935
ZNF320,-0.2521,0.1860442195301607,-0.7303838191396446
SHH,-0.4727,0.18534827959917866,-0.7320114407326151
PCDH18,-0.1632,0.18498015540365342,-0.7328748600346162
SIDT2,-0.1116,0.18498015540365342,-0.7328748600346162
RGS2,-0.2055,0.18498015540365342,-0.7328748600346162
GREB1L,-0.546,0.18497915932877873,-0.7328771986151272
ZNF385A,-0.2101,0.18444981487421463,-0.7341217763230405
KDM6B,-0.1324,0.18444981487421463,-0.7341217763230405
LEPRE1,-0.0975,0.1839206006574492,-0.735369623394988
GRAMD3,-0.1351,0.18339251171647586,-0.7366184014174036
EIF1,-0.043,0.18339251171647586,-0.7366184014174036
SDR42E1,-0.5785,0.18339251171647586,-0.7366184014174036
DCBLD2,-0.2533,0.18286554701084967,-0.7378681105570483
SH3BP2,-0.1173,0.1823397054965764,-0.7391187509805017
EGFR,-0.3707,0.1818149861261289,-0.7403703228541616
GPR183,-0.3086,0.1818149861261289,-0.7403703228541616
WSB1,-0.0547,0.1818149861261289,-0.7403703228541616
CARD11,-0.3806,0.18129138784846266,-0.7416228263442427
TIMP2,-0.2046,0.18129138784846266,-0.7416228263442427
ALS2CL,-0.2928,0.18076890960903103,-0.7428762616167788
CCL21,-0.6741,0.18071255034289213,-0.7430116849853234
PLN,-0.3671,0.18024755034980178,-0.7441306288376202
DUSP10,-0.2338,0.18024755034980178,-0.7441306288376202
ADM,-0.222,0.18024755034980178,-0.7441306288376202
ITGB4,-0.1916,0.18024755034980178,-0.7441306288376202
PDK4,-0.2703,0.17972730900927059,-0.7453859281724391
SLC16A7,-0.2469,0.17920818452247977,-0.7466421597867225
RPS27A,-0.0727,0.1786901758210303,-0.7478993238457806
JPH2,-0.2303,0.1786901758210303,-0.7478993238457806
MMP2,-0.2999,0.1786901758210303,-0.7478993238457806
NRP2,-0.1754,0.1781732818331011,-0.7491574205147382
ZNF277,-0.0773,0.1781732818331011,-0.7491574205147382
CLSTN2,-0.1947,0.1781732818331011,-0.7491574205147382
PDZD8,-0.0555,0.17765750148346138,-0.7504164499585433
ELMO1,-0.2407,0.17714283369348838,-0.7516764123419613
CCDC146,-0.1153,0.1761168314611805,-0.7541991365858001
SLC12A1,-0.7921,0.1752299695590681,-0.7563916144862286
GCC2,-0.1165,0.17509526643993334,-0.756725594560782
ACOT9,-0.1061,0.17509526643993334,-0.756725594560782
CNPPD1,-0.0787,0.174586145151298,-0.7579902241074546
TCIRG1,-0.1704,0.1740781298802193,-0.7592557875785586
CARF,-0.0861,0.1740781298802193,-0.7592557875785586
C5orf15,-0.1109,0.17357121952476295,-0.7605222851376017
N4BP1,-0.0837,0.17357121952476295,-0.7605222851376017
GRAMD4,-0.1419,0.17357121952476295,-0.7605222851376017
ST6GAL1,-0.2233,0.17306541297972577,-0.7617897169479151
PTGDS,-0.366,0.17205710688385567,-0.7643273839747742
TDRD3,-0.0681,0.17205710688385567,-0.7643273839747742
CLDN1,-0.4262,0.17205710688385567,-0.7643273839747742
PLP2,-0.2178,0.17205710688385567,-0.7643273839747742
MROH2A,-0.3818,0.17197099709666763,-0.764544790667785
KIAA0226L,-0.2813,0.17155460510641907,-0.7655976195170873
ANKRD20A5P,-0.3565,0.17155455653922436,-0.7655977424660901
KIAA0586,-0.0741,0.17105320268622637,-0.7668687899622039
MMP1,-0.5624,0.17055289850197064,-0.7681408954725614
THBS2,-0.2665,0.17005369142916993,-0.7694139362104218
NAIP,-0.174,0.17005369142916993,-0.7694139362104218
SNORD17,-0.0997,0.1695555803401846,-0.7706879123378672
FOS,-0.3611,0.1695555803401846,-0.7706879123378672
MEGF8,-0.1026,0.1695555803401846,-0.7706879123378672
ZNF655,-0.0835,0.16905856410423148,-0.771962824016804
DLG5,-0.1247,0.16905856410423148,-0.771962824016804
POMGNT1,-0.1053,0.16905856410423148,-0.771962824016804
PXN,-0.1668,0.16905856410423148,-0.771962824016804
CIRBP,-0.1147,0.16856264158740053,-0.7732386714089605
IL1A,-0.4175,0.16856264158740053,-0.7732386714089605
RPS29,-0.138,0.16806781165266937,-0.7745154546758894
ZNF395,-0.1182,0.16806781165266937,-0.7745154546758894
SERPINB13,-0.7343,0.1678719990032015,-0.7750217380045341
PAQR8,-0.2232,0.16757407315992,-0.7757931739789654
CLTB,-0.1506,0.16708142496595335,-0.777071829479388
TNFSF10,-0.2555,0.16658986592450653,-0.7783514213381775
FLI1,-0.2631,0.16658986592450653,-0.7783514213381775
CD34,-0.193,0.16609939488626557,-0.7796319497161822
IL7R,-0.3739,0.16609939488626557,-0.7796319497161822
SMAD1,-0.0803,0.1656100106988838,-0.7809134147740721
RHOBTB2,-0.2525,0.1656100106988838,-0.7809134147740721
HERC2P2,-0.1361,0.1656100106988838,-0.7809134147740721
SEL1L3,-0.1857,0.16512171220699612,-0.7821958166723416
HK1,-0.1226,0.16512171220699612,-0.7821958166723416
CYP4F11,-0.5033,0.16463449825223486,-0.7834791555713098
KIAA0754,-0.1955,0.16463449825223486,-0.7834791555713098
ACACB,-0.2068,0.16463449825223486,-0.7834791555713098
LACTB,-0.0946,0.16463449825223486,-0.7834791555713098
BMPR1A,-0.07,0.16463449825223486,-0.7834791555713098
TRMT1,-0.0902,0.16414836767324492,-0.784763431631121
KIAA1462,-0.2304,0.16366331930570022,-0.7860486450117431
PTPRS,-0.2442,0.16366331930570022,-0.7860486450117431
SRGAP1,-0.1082,0.16317935198231837,-0.7873347958729703
TGM2,-0.2057,0.16317935198231837,-0.7873347958729703
THEMIS2,-0.2079,0.16317935198231837,-0.7873347958729703
BAHCC1,-0.1785,0.16317935198231837,-0.7873347958729703
IGSF3,-0.1583,0.16269646453287656,-0.7886218843744219
ELTD1,-0.1816,0.16269646453287656,-0.7886218843744219
ZBTB4,-0.131,0.16269646453287656,-0.7886218843744219
DMBT1,-0.6581,0.16197367978848742,-0.7905555512061364
HSPA1A,-0.3267,0.1617339245603142,-0.7911988749356009
SPATS2L,-0.0935,0.16125426968218637,-0.7924887773136944
HOXD10,-0.2692,0.16125426968218637,-0.7924887773136944
TSC22D3,-0.2385,0.1607756899680155,-0.793779617968744
PLXND1,-0.131,0.1607756899680155,-0.793779617968744
ZFPM2,-0.2662,0.1607756899680155,-0.793779617968744
COL8A2,-0.2515,0.1602981842331097,-0.7950713970594993
CRY2,-0.0895,0.15934638994810923,-0.7976577711822488
GPC3,-0.1652,0.15887209901445842,-0.7989523665308724
MALAT1,-0.164,0.15887209901445842,-0.7989523665308724
CD14,-0.2219,0.15887209901445842,-0.7989523665308724
SPOCK3,-0.5929,0.15884564631138665,-0.7990246839457543
MICALCL,-0.3134,0.1583988772929915,-0.8002479009484605
ADSS,-0.0916,0.1579267235849372,-0.8015443745928943
TCP11L2,-0.1385,0.1579267235849372,-0.8015443745928943
PYGB,-0.1048,0.1579267235849372,-0.8015443745928943
PRKACB,-0.1705,0.1579267235849372,-0.8015443745928943
TF,-0.3287,0.1579267235849372,-0.8015443745928943
CYTH1,-0.1253,0.15745563668875417,-0.8028417876218834
AGL,-0.1154,0.15698561540014666,-0.8041401401929662
HGSNAT,-0.0772,0.15698561540014666,-0.8041401401929662
ZNF589,-0.1197,0.15698561540014666,-0.8041401401929662
MYEOV,-0.5175,0.15698298211054057,-0.804147425145374
IER5,-0.1549,0.15651665851208127,-0.8054394324635062
DIXDC1,-0.1968,0.15651665851208127,-0.8054394324635062
NID2,-0.2256,0.15651665851208127,-0.8054394324635062
RASSF6,-0.2248,0.15651665851208127,-0.8054394324635062
QDPR,-0.0634,0.15604876481480073,-0.8067396645906972
COL15A1,-0.2422,0.15604876481480073,-0.8067396645906972
MGAM,-0.2039,0.15558193309584045,-0.8080408367315601
MXI1,-0.1018,0.15511616214004356,-0.8093429490429445
FKBP10,-0.2045,0.15418779764394513,-0.8119499948038171
ADAMTS6,-0.2844,0.15418779764394513,-0.8119499948038171
ARMC9,-0.1058,0.15418779764394513,-0.8119499948038171
SLC25A37,-0.1316,0.1537252016600081,-0.8132549285661483
RPS18,-0.1178,0.1537252016600081,-0.8132549285661483
DCHS1,-0.2127,0.1537252016600081,-0.8132549285661483
MYO10,-0.2899,0.1537252016600081,-0.8132549285661483
GSN,-0.1514,0.15326366155199492,-0.8145608031246857
EBF1,-0.207,0.15326366155199492,-0.8145608031246857
USP53,-0.1602,0.1523437440475967,-0.8171753752541854
SMARCA1,-0.2078,0.15097175606661978,-0.8211042933142955
KIFC2,-0.2032,0.15097175606661978,-0.8211042933142955
TPM1,-0.2233,0.15097175606661978,-0.8211042933142955
CYTH3,-0.1182,0.1505165253276015,-0.8224158159199844
CMTM7,-0.1605,0.15006234181175482,-0.823728280410264
TPM4,-0.1208,0.15006234181175482,-0.823728280410264
ANAPC15,-0.113,0.1496092042728203,-0.8250416869399391
CEP170,-0.0879,0.1496092042728203,-0.8250416869399391
NDRG1,-0.287,0.1496092042728203,-0.8250416869399391
ADCY3,-0.102,0.14915711146204702,-0.826356035663644
PREX2,-0.1683,0.1487060621282072,-0.8276713267358459
MBNL2,-0.092,0.1487060621282072,-0.8276713267358459
PCDHB4,-0.2525,0.1487060621282072,-0.8276713267358459
STAMBPL1,-0.1502,0.1487060621282072,-0.8276713267358459
CSGALNACT1,-0.2723,0.1487060621282072,-0.8276713267358459
ADAMTS2,-0.2585,0.14825605501761194,-0.8289875603108421
LPHN2,-0.2492,0.14780708887412658,-0.8303047365427616
MFAP4,-0.3226,0.14735916243918595,-0.8316228555855646
TCF4,-0.1547,0.14691227445180954,-0.8329419175930437
NDNF,-0.4347,0.14691227445180954,-0.8329419175930437
SPARCL1,-0.2107,0.14646642364861695,-0.8342619227188228
SGK1,-0.2589,0.14646642364861695,-0.8342619227188228
DUOX1,-0.465,0.14646642364861695,-0.8342619227188228
EFHC1,-0.1003,0.146021608763843,-0.8355828711163589
SDK2,-0.2748,0.146021608763843,-0.8355828711163589
CASP1,-0.2414,0.146021608763843,-0.8355828711163589
EPHB2,-0.3017,0.14557782852935325,-0.8369047629389404
RECK,-0.1898,0.14557782852935325,-0.8369047629389404
CERK,-0.1173,0.14557782852935325,-0.8369047629389404
SAV1,-0.1185,0.14557782852935325,-0.8369047629389404
RMRP,-0.1016,0.14557782852935325,-0.8369047629389404
MFSD10,-0.1526,0.14469336692693327,-0.839551377471557
GALNT14,-0.5083,0.14469336692693327,-0.839551377471557
LOC283922,-0.051,0.14469336692693327,-0.839551377471557
CST3,-0.1964,0.1438130286494728,-0.8422017675396366
FYCO1,-0.1451,0.1438130286494728,-0.8422017675396366
RPL34,-0.1178,0.1438130286494728,-0.8422017675396366
HSD17B2,-0.5085,0.1438130286494728,-0.8422017675396366
RFTN1,-0.2078,0.1433744025625259,-0.8435283787809209
WDR81,-0.1274,0.14293680346815293,-0.8448559343634724
GALNS,-0.1334,0.14293680346815293,-0.8448559343634724
RPS4X,-0.1206,0.14293680346815293,-0.8448559343634724
CSRNP1,-0.2301,0.14250023008206011,-0.8461844344394119
KCNJ15,-0.417,0.14250023008206011,-0.8461844344394119
OBSL1,-0.177,0.1420646811177063,-0.8475138791606934
ARFGAP3,-0.0822,0.14163015528631778,-0.8488442686791049
ANGPTL4,-0.2566,0.14163015528631778,-0.8488442686791049
PAM,-0.2337,0.14163015528631778,-0.8488442686791049
MSH3,-0.1007,0.1411966512969034,-0.8501756031462692
LCA5,-0.1264,0.1411966512969034,-0.8501756031462692
HDAC4,-0.0887,0.1411966512969034,-0.8501756031462692
PPP2R5A,-0.138,0.14076416785626988,-0.8515078827136432
SEC31B,-0.1684,0.140332703669037,-0.852841107532518
PLCH2,-0.4981,0.140332703669037,-0.852841107532518
ZNF528,-0.2076,0.140332703669037,-0.852841107532518
KLF6,-0.2042,0.1399022574376524,-0.85417527775402
ADAM9,-0.0578,0.1399022574376524,-0.85417527775402
EPHX1,-0.1686,0.1399022574376524,-0.85417527775402
CCSER2,-0.114,0.1399022574376524,-0.85417527775402
TAS2R43,-0.6617,0.13904441364144968,-0.8568464550085857
TACC2,-0.2231,0.13904441364144968,-0.8568464550085857
RPL36,-0.1103,0.13904441364144968,-0.8568464550085857
WDR66,-0.2151,0.138617013470803,-0.8581834623430775
FERMT2,-0.2264,0.138617013470803,-0.8581834623430775
RALGDS,-0.1083,0.13819062604437785,-0.8595214156830523
RPL10,-0.119,0.13776525005398807,-0.8608603151788139
BBS4,-0.1103,0.13776525005398807,-0.8608603151788139
TIMP3,-0.3194,0.13776525005398807,-0.8608603151788139
GPRASP1,-0.1799,0.13776525005398807,-0.8608603151788139
INSR,-0.0961,0.13776525005398807,-0.8608603151788139
IFI16,-0.2213,0.13776525005398807,-0.8608603151788139
TAF1C,-0.1254,0.1373408841893664,-0.8622001609805006
ACTB,-0.0936,0.1373408841893664,-0.8622001609805006
MPZL2,-0.2845,0.1373408841893664,-0.8622001609805006
SLC24A1,-0.1371,0.1373408841893664,-0.8622001609805006
SCN2A,-0.4286,0.1373408841893664,-0.8622001609805006
CHMP7,-0.1201,0.13691752713817884,-0.8635409532380874
MFHAS1,-0.1172,0.13607383421652747,-0.8662253777200416
KDM7A,-0.127,0.1356534957111976,-0.8675690102435415
EGR2,-0.3167,0.1352341607496004,-0.8689135898212047
MECOM,-0.2844,0.1352341607496004,-0.8689135898212047
ALPL,-0.2613,0.1343984961658583,-0.8716055907354923
DIMT1,-0.0991,0.13398216389291392,-0.8729530123699445
ANXA2P2,-0.1911,0.13356682986213286,-0.8743013816542164
INADL,-0.2246,0.13315249274325544,-0.8756506987368157
TMEM123,-0.1219,0.13273915120410454,-0.8770009637660887
COL5A1,-0.2958,0.13273915120410454,-0.8770009637660887
SLC38A5,-0.2702,0.1323268039106011,-0.8783521768902186
TMEM65,-0.093,0.1323268039106011,-0.8783521768902186
ESYT1,-0.0938,0.1323268039106011,-0.8783521768902186
SEPT11,-0.1267,0.13191544952677794,-0.8797043382572283
ARID5B,-0.1741,0.13191544952677794,-0.8797043382572283
TRIM8,-0.1565,0.13191544952677794,-0.8797043382572283
MICAL1,-0.1473,0.13150508671479572,-0.8810574480149777
SLC25A16,-0.0737,0.13150508671479572,-0.8810574480149777
MTMR2,-0.0476,0.13150508671479572,-0.8810574480149777
STAT3,-0.0958,0.1306873304457206,-0.8837665132933324
SNX19,-0.1131,0.1306873304457206,-0.8837665132933324
FBXW5,-0.1155,0.1306873304457206,-0.8837665132933324
HGF,-0.2089,0.13027993430371787,-0.8851224691088532
NTRK2,-0.4133,0.1298735243637661,-0.8864793739049447
ZC3H13,-0.091,0.1294680992788836,-0.8878372278286626
GINM1,-0.1086,0.12866019827749367,-0.8905557836463998
ASPH,-0.1642,0.12866019827749367,-0.8905557836463998
UBA7,-0.2072,0.12825771965816093,-0.8919164858337284
RASA1,-0.0446,0.12825771965816093,-0.8919164858337284
DGKA,-0.1833,0.12785622048827594,-0.8932781377353043
NEK1,-0.1036,0.12785622048827594,-0.8932781377353043
CYLD,-0.127,0.12785622048827594,-0.8932781377353043
CASP4,-0.1992,0.12785622048827594,-0.8932781377353043
TUBA4A,-0.2737,0.12745569941208304,-0.8946407394973822
ADK,-0.1271,0.12665758610921038,-0.8973687931872696
TBC1D8,-0.1031,0.12625999116252312,-0.8987342454067925
TANGO6,-0.1259,0.12625999116252312,-0.8987342454067925
PAMR1,-0.2635,0.12625999116252312,-0.8987342454067925
KCNQ1,-0.2203,0.12625999116252312,-0.8987342454067925
FAP,-0.3406,0.1254677178661025,-0.901468001323089
ANXA2,-0.207,0.1254677178661025,-0.901468001323089
CD276,-0.1443,0.1254677178661025,-0.901468001323089
