filename	gene_list_size	cluster_number	cluster_size	n_genes	n_terms	n_edges	n_libraries	density	libraries
permutation_0088	50	1	27	19	8	31	5	1.631578947368421	C2: CP: Canonical pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0089	50	1	7	5	2	6	2	1.2	C2: CP: Canonical pathways, C5: GO: Cellular Component
permutation_0089	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0090	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0090	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0091	50	1	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0091	50	2	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0091	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0091	50	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0092	50	1	7	5	2	6	2	1.2	C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0092	50	2	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0093	50	1	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0094	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0094	50	2	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0095	50	1	13	9	4	13	3	1.4444444444444444	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0096	50	1	6	4	2	6	2	1.5	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0097	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0097	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0098	50	1	11	8	3	10	2	1.25	C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0099	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0099	50	2	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0100	50	1	8	5	3	9	3	1.8	C2: CP: Pathway Interaction Database, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0100	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0101	50	1	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0102	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0102	50	2	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0103	50	1	14	10	4	14	3	1.4	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0103	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0103	50	3	5	4	1	4	1	1.0	C2: CP: Reactome Pathways
permutation_0104	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0105	50	1	13	9	4	12	3	1.3333333333333333	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0105	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0106	50	1	11	7	4	15	4	2.142857142857143	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0106	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0107	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0107	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0108	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0109	50	1	12	9	3	12	2	1.3333333333333333	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0109	50	2	7	5	2	7	2	1.4	C2: CP: KEGG Legacy, C5: GO: Biological Process
permutation_0109	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0109	50	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0110	50	1	15	11	4	14	4	1.2727272727272727	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0110	50	2	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0111	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0112	50	1	12	5	7	23	7	4.6	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0112	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0112	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0113	50	1	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0113	50	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0114	50	1	18	12	6	20	3	1.6666666666666667	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0114	50	2	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0115	50	1	18	12	6	18	4	1.5	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0115	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0116	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0117	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0117	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0117	50	3	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0118	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0119	50	1	20	13	7	26	5	2.0	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0120	50	1	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0120	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0121	50	1	4	3	1	3	1	1.0	C2: CP: KEGG Legacy
permutation_0122	50	1	12	9	3	11	3	1.2222222222222223	C2: CP: WikiPathways, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0122	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0123	50	1	22	15	7	25	5	1.6666666666666667	C2: CP: Pathway Interaction Database, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0124	50	1	9	4	5	16	5	4.0	C2: CP: KEGG Legacy, C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0124	50	2	6	4	2	6	2	1.5	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0124	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0125	50	1	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0126	50	1	14	10	4	15	4	1.5	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0126	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0127	50	1	9	7	2	8	2	1.1428571428571428	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0127	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0127	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0127	50	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0128	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0128	50	2	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0129	50	1	11	9	2	11	2	1.2222222222222223	C2: CP: KEGG Legacy, C5: GO: Biological Process
permutation_0129	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0130	50	1	14	10	4	14	3	1.4	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0130	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0130	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0131	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0131	50	2	4	3	1	3	1	1.0	C2: CP: KEGG Legacy
permutation_0131	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0132	50	1	18	12	6	23	5	1.9166666666666667	C2: CP: KEGG Legacy, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0133	50	1	12	8	4	13	3	1.625	C2: CP: Reactome Pathways, C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0133	50	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0133	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0134	50	1	15	10	5	18	4	1.8	C2: CP: KEGG Legacy, C5: GO: Biological Process, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0134	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0135	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0135	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0136	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0136	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0137	50	1	7	5	2	6	2	1.2	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0137	50	2	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0137	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0137	50	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0138	50	1	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0139	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0140	50	1	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0141	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0141	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0141	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0142	50	1	8	5	3	15	3	3.0	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0142	50	2	6	5	1	5	1	1.0	C2: CP: Reactome Pathways
permutation_0142	50	3	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0143	50	1	11	8	3	10	3	1.25	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0144	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0144	50	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0144	50	3	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0145	50	1	15	11	4	14	3	1.2727272727272727	C2: CP: WikiPathways, C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0145	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0145	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0146	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0146	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0148	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0148	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0148	50	3	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0149	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0149	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0150	50	1	10	7	3	11	2	1.5714285714285714	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0150	50	2	5	4	1	4	1	1.0	C2: CP: WikiPathways
permutation_0150	50	3	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0151	50	1	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0151	50	2	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0152	50	1	11	8	3	12	2	1.5	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0152	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0152	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0153	50	1	7	5	2	7	2	1.4	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0153	50	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0154	50	1	11	8	3	13	2	1.625	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0155	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0155	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0156	50	1	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0156	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0156	50	3	4	3	1	3	1	1.0	C2: CP: WikiPathways
permutation_0157	50	1	17	11	6	22	5	2.0	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0158	50	1	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0159	50	1	14	10	4	14	3	1.4	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0159	50	2	8	6	2	8	2	1.3333333333333333	C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0159	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0160	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0161	50	1	4	3	1	3	1	1.0	H: Hallmark Gene Sets
permutation_0161	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0162	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0162	50	2	4	3	1	3	1	1.0	H: Hallmark Gene Sets
permutation_0162	50	3	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0163	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0163	50	2	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0165	50	1	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0166	50	1	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0167	50	1	7	5	2	7	2	1.4	C2: CP: KEGG Legacy, C2: CP: WikiPathways
permutation_0168	50	1	7	5	2	6	2	1.2	C2: CP: WikiPathways, H: Hallmark Gene Sets
permutation_0169	50	1	20	14	6	21	4	1.5	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0169	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0170	50	1	14	10	4	15	2	1.5	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0171	50	1	6	4	2	7	2	1.75	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0171	50	2	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0172	50	1	12	9	3	11	3	1.2222222222222223	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0172	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0173	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0173	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0173	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0174	50	1	16	11	5	16	5	1.4545454545454546	C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0174	50	2	5	4	1	4	1	1.0	C2: CP: Canonical pathways
permutation_0175	50	1	18	13	5	17	4	1.3076923076923077	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0175	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0176	50	1	13	9	4	14	3	1.5555555555555556	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0176	50	2	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0177	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0177	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0177	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0179	50	1	8	5	3	9	3	1.8	C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Molecular Function
permutation_0179	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0179	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0180	50	1	13	10	3	13	2	1.3	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0180	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0181	50	1	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0182	50	1	20	15	5	22	4	1.4666666666666666	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0182	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0183	50	1	20	14	6	21	4	1.5	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0184	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0184	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0184	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0184	50	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0184	50	5	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0185	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0185	50	2	7	5	2	6	2	1.2	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0186	50	1	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0186	50	2	4	3	1	3	1	1.0	C2: CP: Canonical pathways
permutation_0187	50	1	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0187	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0188	50	1	17	11	6	18	4	1.6363636363636365	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0188	50	2	12	8	4	13	3	1.625	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0188	50	3	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0189	50	1	12	9	3	11	2	1.2222222222222223	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0190	50	1	13	9	4	13	4	1.4444444444444444	C2: CP: Reactome Pathways, C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0191	50	1	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0192	50	1	27	18	9	29	5	1.6111111111111112	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function, H: Hallmark Gene Sets
permutation_0194	50	1	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0194	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0195	50	1	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0195	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0196	50	1	10	7	3	9	3	1.2857142857142858	C2: CP: WikiPathways, C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0197	50	1	17	12	5	19	3	1.5833333333333333	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0197	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0198	50	1	7	5	2	7	2	1.4	C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0198	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0199	50	1	8	6	2	7	2	1.1666666666666667	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0199	50	2	7	5	2	7	2	1.4	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0199	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0200	50	1	5	4	1	4	1	1.0	C2: CP: WikiPathways
permutation_0200	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0201	50	1	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0201	50	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0202	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0202	50	2	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0202	50	3	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0203	50	1	9	6	3	9	3	1.5	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0204	50	1	12	9	3	12	3	1.3333333333333333	C5: GO: Biological Process, C5: GO: Cellular Component, C5: GO: Molecular Function
permutation_0204	50	2	4	3	1	3	1	1.0	H: Hallmark Gene Sets
permutation_0206	50	1	4	3	1	3	1	1.0	C2: CP: Reactome Pathways
permutation_0206	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0206	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0206	50	4	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0207	50	1	7	5	2	7	2	1.4	C5: GO: Biological Process, H: Hallmark Gene Sets
permutation_0208	50	1	9	7	2	8	2	1.1428571428571428	C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0209	50	1	5	3	2	6	2	2.0	C2: CP: Reactome Pathways, C2: CP: WikiPathways
permutation_0210	50	1	6	4	2	7	2	1.75	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0210	50	2	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0211	50	1	17	12	5	16	3	1.3333333333333333	C2: CP: WikiPathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0212	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Cellular Component, H: Hallmark Gene Sets
permutation_0212	50	2	5	4	1	4	1	1.0	C5: GO: Cellular Component
permutation_0212	50	3	4	3	1	3	1	1.0	H: Hallmark Gene Sets
permutation_0213	50	1	8	5	3	10	3	2.0	C2: CP: Pathway Interaction Database, C2: CP: Reactome Pathways, C5: GO: Biological Process
permutation_0213	50	2	4	3	1	3	1	1.0	C5: GO: Cellular Component
permutation_0214	50	1	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0214	50	2	5	4	1	4	1	1.0	C5: GO: Molecular Function
permutation_0215	50	1	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0215	50	2	5	4	1	4	1	1.0	C5: GO: Biological Process
permutation_0216	50	1	9	6	3	10	3	1.6666666666666667	C2: CP: KEGG Legacy, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0216	50	2	6	5	1	5	1	1.0	C5: GO: Biological Process
permutation_0217	50	1	11	8	3	10	2	1.25	C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0217	50	2	7	5	2	6	2	1.2	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0217	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0218	50	1	23	17	6	22	4	1.2941176470588236	C2: CP: Canonical pathways, C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Molecular Function
permutation_0219	50	1	8	6	2	7	2	1.1666666666666667	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0220	50	1	4	3	1	3	1	1.0	C5: GO: Biological Process
permutation_0221	50	1	9	6	3	11	3	1.8333333333333333	C2: CP: KEGG Legacy, C2: CP: WikiPathways, C5: GO: Biological Process
permutation_0221	50	2	8	6	2	7	2	1.1666666666666667	C2: CP: KEGG Legacy, C5: GO: Molecular Function
permutation_0222	50	1	7	5	2	6	2	1.2	C2: CP: Pathway Interaction Database, C5: GO: Biological Process
permutation_0222	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0223	50	1	5	3	2	6	2	2.0	C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0224	50	1	12	8	4	13	3	1.625	C2: CP: Reactome Pathways, C5: GO: Biological Process, C5: GO: Cellular Component
permutation_0224	50	2	4	3	1	3	1	1.0	C5: GO: Molecular Function
permutation_0224	50	3	4	3	1	3	1	1.0	C5: GO: Biological Process
